주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,161,184,176,233,264
영업이익,7,-19,8,4,-21
영업이익(발표기준),7,-19,8,4,-21
세전계속사업이익,8,-89,-27,-51,613
당기순이익,8,-99,-27,-51,509
  당기순이익(지배),8,-99,-27,-51,509
  당기순이익(비지배),,,,,
자산총계,244,346,540,726,"3,023"
부채총계,30,188,128,234,"1,570"
자본총계,214,157,412,492,"1,453"
  자본총계(지배),214,157,412,492,"1,453"
  자본총계(비지배),,,,,
자본금,308,67,155,175,273
영업활동현금흐름,10,8,11,-72,73
투자활동현금흐름,-14,-99,-246,-75,"-1,413"
재무활동현금흐름,,227,203,208,"1,452"
CAPEX,3,3,8,2,7
FCF,8,5,3,-75,66
이자발생부채,0,153,80,186,"1,236"
영업이익률,4.24,-10.36,4.73,1.54,-7.90
순이익률,4.95,-53.82,-15.30,-22.06,192.69
ROE(%),3.78,-53.47,-9.45,-11.35,52.30
ROA(%),3.31,-33.65,-6.08,-8.10,27.13
부채비율,14.19,119.78,30.99,47.57,108.05
자본유보율,-20.74,230.25,223.03,232.96,471.95
EPS(원),58,-701,-121,-160,"1,213"
PER(배),61.63,N/A,N/A,N/A,4.58
BPS(원),"1,546","1,041","1,334","1,408","2,485"
PBR(배),2.29,2.28,1.47,1.35,2.23
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"13,849,655","15,099,400","30,904,808","34,941,142","54,585,033"
