주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,426","1,654","2,172","2,473","2,763"
영업이익,74,156,98,84,-199
영업이익(발표기준),74,156,98,84,-199
세전계속사업이익,63,-257,97,86,-217
당기순이익,51,-282,78,86,-180
  당기순이익(지배),51,-284,67,67,-188
  당기순이익(비지배),,1,11,19,7
자산총계,719,"1,486","2,314","2,540","4,162"
부채총계,582,339,792,946,"1,448"
자본총계,137,"1,147","1,523","1,595","2,714"
  자본총계(지배),137,"1,099","1,167","1,219","2,339"
  자본총계(비지배),,,356,375,375
자본금,40,47,47,47,112
영업활동현금흐름,123,59,203,304,56
투자활동현금흐름,-35,-191,-888,-513,-269
재무활동현금흐름,168,533,418,-32,173
CAPEX,48,105,133,212,258
FCF,75,-46,69,92,-202
이자발생부채,295,9,270,322,713
영업이익률,5.19,9.42,4.53,3.38,-7.22
순이익률,3.57,-17.08,3.58,3.46,-6.53
ROE(%),,-45.87,5.91,5.60,-10.55
ROA(%),,-25.62,4.09,3.53,-5.39
부채비율,424.02,29.56,51.99,59.32,53.35
자본유보율,249.98,"2,232.77","2,374.03","2,515.64","2,135.19"
EPS(원),321,"-1,576",356,355,-933
PER(배),,N/A,72.17,89.79,N/A
BPS(원),865,"5,837","6,195","6,483","10,431"
PBR(배),0.00,9.43,4.14,4.91,2.63
현금DPS(원),0,0,0,0,
현금배당수익률,,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"15,858,948","18,834,733","18,834,733","18,834,733","22,497,198"
