주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,656,57,104,183,216
영업이익,387,-46,-35,26,13
영업이익(발표기준),387,-46,-35,26,13
세전계속사업이익,388,-41,-29,31,22
당기순이익,318,-42,-29,29,22
  당기순이익(지배),318,-42,-29,29,22
  당기순이익(비지배),,,,,
자산총계,568,472,445,530,813
부채총계,114,39,18,70,63
자본총계,454,433,428,459,750
  자본총계(지배),454,433,428,459,750
  자본총계(비지배),,,,,
자본금,1,30,30,30,36
영업활동현금흐름,458,-87,4,15,-15
투자활동현금흐름,-274,-110,-1,78,-60
재무활동현금흐름,30,-3,-6,-1,266
CAPEX,75,24,1,2,58
FCF,383,-111,3,13,-72
이자발생부채,5,5,1,2,1
영업이익률,58.95,-80.75,-33.77,14.29,5.87
순이익률,48.39,-73.56,-27.40,15.97,10.29
ROE(%),,-9.53,-6.63,6.58,3.68
ROA(%),,-8.13,-6.22,5.98,3.31
부채비율,25.04,9.04,4.13,15.32,8.42
자본유보율,"88,910.95","1,261.60","1,178.74","1,282.00","1,847.48"
EPS(원),"5,380",-705,-475,486,360
PER(배),,,,,75.55
BPS(원),"7,571","7,216","7,132","7,657","10,315"
PBR(배),0.00,0.00,0.00,0.00,2.64
현금DPS(원),0,0,0,0,0
현금배당수익률,,,,,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"5,998,294","5,998,294","5,998,294","5,998,294","7,269,398"
