주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,146,148,162,151,180
영업이익,52,32,38,-5,-15
영업이익(발표기준),52,32,38,-5,-15
세전계속사업이익,42,44,37,-1,-52
당기순이익,27,36,31,5,-59
  당기순이익(지배),32,38,35,5,-52
  당기순이익(비지배),-5,-2,-4,0,-7
자산총계,257,464,495,540,913
부채총계,40,34,37,106,357
자본총계,218,430,457,434,556
  자본총계(지배),217,431,462,449,556
  자본총계(비지배),1,,-5,-15,
자본금,27,34,34,34,41
영업활동현금흐름,43,18,45,-5,-90
투자활동현금흐름,-28,-195,-59,62,-188
재무활동현금흐름,-17,181,-7,-51,477
CAPEX,6,14,83,14,46
FCF,37,4,-39,-19,-136
이자발생부채,3,9,7,57,304
영업이익률,35.65,21.54,23.19,-3.17,-8.52
순이익률,18.59,24.25,18.87,3.01,-32.93
ROE(%),16.02,11.70,7.76,1.03,-10.33
ROA(%),10.70,9.98,6.39,0.88,-8.17
부채비율,18.31,7.95,8.19,24.37,64.13
자본유보율,688.68,"1,203.72","1,305.83","1,299.93","1,308.21"
EPS(원),117,121,102,14,-144
PER(배),,17.74,14.72,196.84,N/A
BPS(원),788,"1,290","1,389","1,391","1,402"
PBR(배),0.00,1.66,1.08,1.96,5.02
현금DPS(원),0,0,20,20,
현금배당수익률,,0.00,1.33,0.73,
현금배당성향(%),0.00,0.00,19.22,137.40,
발행주식수(보통주),"27,484,205","33,888,705","33,888,705","33,888,705","40,666,445"
