주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"1,065","1,164","1,262","1,015","1,346","1,504","1,656","1,852"
영업이익,173,212,228,84,241,260,289,322
영업이익(발표기준),173,212,228,84,241,,,
세전계속사업이익,149,219,210,-20,203,245,270,302
당기순이익,144,156,138,-41,141,192,212,236
  당기순이익(지배),146,157,147,-19,145,196,216,242
  당기순이익(비지배),-2,-2,-9,-22,-4,,,
자산총계,"1,964","2,011","2,321","2,247","2,418","2,430","2,642","2,885"
부채총계,195,188,378,372,422,417,430,446
자본총계,"1,770","1,823","1,943","1,875","1,996","2,013","2,212","2,438"
  자본총계(지배),"1,766","1,819","1,943","1,882","2,006","2,023","2,222","2,448"
  자본총계(비지배),3,,0,-6,-10,,,
자본금,83,83,83,83,83,83,83,83
영업활동현금흐름,206,147,95,233,209,27,218,208
투자활동현금흐름,-29,51,-186,-46,-203,-52,-54,-59
재무활동현금흐름,-57,-143,107,-39,-24,-25,-16,-16
CAPEX,49,26,72,25,19,22,24,26
FCF,158,121,23,208,190,-18,216,186
이자발생부채,58,16,154,160,164,,,
영업이익률,16.24,18.23,18.10,8.31,17.89,17.32,17.45,17.41
순이익률,13.52,13.37,10.96,-4.02,10.47,12.76,12.80,12.77
ROE(%),8.55,8.77,7.81,-1.00,7.44,9.73,10.17,10.36
ROA(%),7.44,7.83,6.38,-1.79,6.04,7.92,8.36,8.56
부채비율,11.00,10.31,19.46,19.83,21.15,20.72,19.41,18.31
자본유보율,"2,116.83","2,283.83","2,433.49","2,351.52","2,506.35",,,
EPS(원),881,948,885,-115,871,"1,181","1,302","1,459"
PER(배),20.99,17.25,14.97,N/A,14.06,9.73,8.83,7.88
BPS(원),"10,913","11,557","12,347","11,957","12,746","12,856","14,123","15,559"
PBR(배),1.70,1.41,1.07,0.92,0.96,0.89,0.81,0.74
현금DPS(원),100,100,300,100,100,100,100,100
현금배당수익률,0.54,0.61,2.26,0.91,0.82,0.87,0.87,0.87
현금배당성향(%),11.07,10.01,17.56,-82.14,10.88,8.46,7.68,6.86
발행주식수(보통주),"16,591,014","16,591,014","16,591,014","16,591,014","16,591,014",,,
