주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,611,625,460,456,469
영업이익,226,217,58,37,73
영업이익(발표기준),226,217,58,37,73
세전계속사업이익,226,239,83,24,121
당기순이익,182,194,72,32,104
  당기순이익(지배),182,194,72,32,104
  당기순이익(비지배),,,,,
자산총계,965,"1,120","1,083","1,053","1,129"
부채총계,63,64,47,53,62
자본총계,902,"1,056","1,036","1,000","1,067"
  자본총계(지배),902,"1,056","1,036","1,000","1,067"
  자본총계(비지배),,,,,
자본금,47,47,47,47,47
영업활동현금흐름,225,140,102,96,149
투자활동현금흐름,-74,-101,-44,-16,-111
재무활동현금흐름,-119,-41,-96,-76,-39
CAPEX,54,71,95,31,8
FCF,172,69,8,65,140
이자발생부채,0,0,9,13,8
영업이익률,37.07,34.66,12.61,8.04,15.48
순이익률,29.80,30.99,15.73,7.00,22.15
ROE(%),20.88,19.80,6.91,3.13,10.05
ROA(%),19.46,18.59,6.56,2.99,9.52
부채비율,6.96,6.08,4.54,5.32,5.80
자본유보율,"2,098.55","2,422.96","2,481.01","2,456.51","2,609.66"
EPS(원),"1,936","2,062",769,339,"1,105"
PER(배),20.66,13.60,24.63,69.27,17.06
BPS(원),"12,019","14,076","14,320","14,139","15,087"
PBR(배),3.33,1.99,1.32,1.66,1.25
현금DPS(원),550,600,600,450,450
현금배당수익률,1.38,2.14,3.17,1.91,2.39
현금배당성향(%),22.68,23.23,60.03,99.78,30.65
발행주식수(보통주),"9,400,000","9,400,000","9,400,000","9,400,000","9,400,000"
