주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,469,623,602,567,575
영업이익,-18,17,28,43,24
영업이익(발표기준),-18,17,28,43,24
세전계속사업이익,-39,34,33,74,53
당기순이익,-35,23,20,74,42
  당기순이익(지배),-35,23,20,74,42
  당기순이익(비지배),,,,,
자산총계,555,561,659,605,678
부채총계,168,154,237,114,147
자본총계,387,407,421,491,531
  자본총계(지배),387,407,421,491,531
  자본총계(비지배),,,,,
자본금,34,34,34,34,51
영업활동현금흐름,40,-10,3,-58,93
투자활동현금흐름,13,-16,8,6,-53
재무활동현금흐름,,-3,-7,-5,-2
CAPEX,3,5,3,7,3
FCF,37,-14,1,-65,90
이자발생부채,0,0,6,4,3
영업이익률,-3.76,2.72,4.62,7.54,4.25
순이익률,-7.53,3.75,3.37,12.99,7.26
ROE(%),-8.73,5.89,4.91,16.15,8.18
ROA(%),-6.49,4.18,3.33,11.65,6.51
부채비율,43.56,37.95,56.31,23.31,27.79
자본유보율,"1,036.56","1,106.89","1,165.80","1,379.33",977.76
EPS(원),-345,228,198,719,408
PER(배),N/A,30.73,31.75,8.44,26.37
BPS(원),"3,808","4,017","4,179","4,890","5,287"
PBR(배),2.56,1.74,1.51,1.24,2.03
현금DPS(원),0,0,0,,
현금배당수익률,0.00,0.00,0.00,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"10,244,824","10,244,824","10,244,824","10,244,824","10,244,824"
