주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,1,13,40,81,53
영업이익,-96,-240,-404,-596,-523
영업이익(발표기준),-96,-240,-404,-596,-523
세전계속사업이익,-747,"-1,172",-370,-556,-436
당기순이익,-747,"-1,172",-370,-556,-436
  당기순이익(지배),-747,"-1,172",-370,-556,-436
  당기순이익(비지배),,,,,
자산총계,204,"1,689","1,429",999,655
부채총계,"1,063",119,109,92,95
자본총계,-860,"1,570","1,320",907,560
  자본총계(지배),-860,"1,570","1,320",907,560
  자본총계(비지배),,,,,
자본금,1,223,227,231,236
영업활동현금흐름,-71,-127,-239,-473,-406
투자활동현금흐름,-162,-228,-83,-36,202
재무활동현금흐름,200,"1,556",0,6,3
CAPEX,8,12,16,4,12
FCF,-79,-138,-254,-477,-418
이자발생부채,76,0,19,15,6
영업이익률,"-13,509.59","-1,910.14","-1,013.52",-736.00,-980.96
순이익률,"-104,627.45","-9,319.95",-927.68,-686.14,-816.91
ROE(%),152.44,-330.20,-25.61,-49.94,-59.42
ROA(%),-535.73,-123.90,-23.74,-45.80,-52.69
부채비율,-123.70,7.59,8.25,10.18,16.98
자본유보율,"-90,204.42",570.69,402.21,187.72,26.30
EPS(원),"-3,850","-3,797",-818,"-1,207",-927
PER(배),,N/A,N/A,N/A,N/A
BPS(원),"-4,424","3,520","2,914","1,960","1,187"
PBR(배),0.00,5.68,8.29,15.86,18.61
현금DPS(원),0,0,0,0,0
현금배당수익률,,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"19,289,300","44,587,000","45,303,350","46,246,225","47,123,275"
