주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"5,080","4,818","4,693","5,090","5,587","7,579","8,808","9,151"
영업이익,"1,946","1,466","1,260","1,141",526,828,"1,180","1,151"
영업이익(발표기준),"1,946","1,466","1,260","1,141",526,,,
세전계속사업이익,"1,932","1,709","1,480","1,036","1,453","1,020","1,366","1,266"
당기순이익,"1,424","1,297","1,096",764,"1,215",785,"1,041",961
  당기순이익(지배),"1,424","1,296","1,118",804,"1,294",858,"1,143","1,058"
  당기순이익(비지배),,1,-22,-39,-79,,,
자산총계,"8,383","9,093","10,050","10,491","18,588","19,114","20,830","21,885"
부채총계,774,648,795,720,"4,459","4,952","5,781","6,244"
자본총계,"7,609","8,445","9,254","9,771","14,129","14,162","15,049","15,642"
  자본총계(지배),"7,609","8,440","9,197","9,733","11,739","12,740","13,736","14,482"
  자본총계(비지배),,,58,38,"2,391",,,
자본금,64,64,64,64,64,61,62,62
영업활동현금흐름,"1,345","1,286","1,298","1,025",902,692,"1,152","1,513"
투자활동현금흐름,"-1,820",-776,-893,-446,-522,-683,-861,"-1,184"
재무활동현금흐름,-159,-441,-371,-350,"1,563",12,48,339
CAPEX,11,16,35,23,66,97,87,171
FCF,"1,335","1,271","1,263","1,002",836,447,"1,008","1,448"
이자발생부채,0,0,88,81,"2,775",,,
영업이익률,38.32,30.44,26.84,22.42,9.42,10.92,13.40,12.58
순이익률,28.03,26.92,23.35,15.02,21.75,10.35,11.82,10.51
ROE(%),20.40,16.15,12.68,8.49,12.06,7.01,8.63,7.50
ROA(%),18.37,14.84,11.45,7.44,8.36,4.16,5.21,4.50
부채비율,10.17,7.67,8.59,7.37,31.56,34.97,38.41,39.92
자본유보율,"11,941.14","13,739.73","15,199.88","16,183.11","17,927.78",,,
EPS(원),"11,066","10,075","8,693","6,246","10,060","6,668","8,881","8,227"
PER(배),12.30,12.80,12.37,25.50,15.72,12.21,9.17,9.89
BPS(원),"60,822","68,495","75,563","80,929","98,792","107,170","115,551","121,826"
PBR(배),2.24,1.88,1.42,1.97,1.60,0.76,0.70,0.67
현금DPS(원),"1,400","1,400","1,400","1,500","1,300","1,611","1,692","1,320"
현금배당수익률,1.03,1.09,1.30,0.94,0.82,1.98,2.08,1.62
현금배당성향(%),12.30,13.32,15.23,22.45,11.93,24.15,19.05,16.05
발행주식수(보통주),"12,866,420","12,866,420","12,866,420","12,866,420","12,866,420",,,
