주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"1,085","1,335","1,364","1,208","1,287"
영업이익,64,74,56,52,46
영업이익(발표기준),64,74,56,52,46
세전계속사업이익,60,72,55,49,48
당기순이익,49,58,43,43,41
  당기순이익(지배),49,58,43,43,41
  당기순이익(비지배),,,,,
자산총계,"1,455","1,535","1,593","1,657","1,797"
부채총계,828,871,901,934,965
자본총계,627,664,691,722,832
  자본총계(지배),627,664,691,722,832
  자본총계(비지배),,,,,
자본금,153,153,153,153,153
영업활동현금흐름,126,169,120,136,157
투자활동현금흐름,-108,-91,-109,-169,-147
재무활동현금흐름,-3,-59,-20,19,50
CAPEX,129,122,169,226,201
FCF,-4,47,-50,-90,-44
이자발생부채,248,205,202,232,238
영업이익률,5.89,5.50,4.10,4.29,3.60
순이익률,4.56,4.35,3.15,3.59,3.17
ROE(%),8.40,8.99,6.34,6.14,5.24
ROA(%),3.52,3.88,2.75,2.67,2.36
부채비율,132.04,131.24,130.38,129.35,115.91
자본유보율,341.08,365.12,383.19,403.51,424.02
EPS(원),168,194,143,145,136
PER(배),9.91,7.91,10.16,11.26,22.48
BPS(원),"2,263","2,395","2,495","2,608","2,776"
PBR(배),0.73,0.64,0.58,0.63,1.10
현금DPS(원),40,60,40,40,40
현금배당수익률,2.41,3.92,2.75,2.45,1.31
현금배당성향(%),22.41,28.65,25.81,25.53,28.31
발행주식수(보통주),"29,987,597","29,987,597","29,987,597","29,987,597","29,987,597"
