주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,526,271,240,355,574
영업이익,95,13,-4,22,31
영업이익(발표기준),95,13,-4,22,31
세전계속사업이익,133,12,13,-24,-6
당기순이익,107,10,8,-19,-3
  당기순이익(지배),107,10,8,-19,-3
  당기순이익(비지배),,,,,
자산총계,"1,005",988,"1,020","1,114","1,087"
부채총계,134,115,148,261,245
자본총계,871,873,873,853,842
  자본총계(지배),871,873,873,853,842
  자본총계(비지배),,,,,
자본금,42,42,42,42,42
영업활동현금흐름,25,-9,14,18,-68
투자활동현금흐름,-14,63,33,-3,21
재무활동현금흐름,-8,-8,-9,0,-9
CAPEX,1,0,1,0,
FCF,25,-10,14,17,-68
이자발생부채,7,7,6,6,7
영업이익률,18.02,4.73,-1.86,6.20,5.37
순이익률,20.33,3.64,3.50,-5.45,-0.51
ROE(%),13.01,1.13,0.96,-2.24,-0.34
ROA(%),10.78,0.99,0.84,-1.81,-0.27
부채비율,15.34,13.18,16.93,30.62,29.04
자본유보율,"1,974.66","1,978.11","1,977.53","1,931.48","1,905.10"
EPS(원),"1,273",117,100,-230,-35
PER(배),5.92,49.12,62.16,N/A,N/A
BPS(원),"10,373","10,391","10,388","10,157","10,025"
PBR(배),0.73,0.55,0.60,3.16,3.81
현금DPS(원),100,150,0,150,150
현금배당수익률,1.33,2.60,0.00,0.47,0.39
현금배당성향(%),7.86,87.80,0.00,-42.21,-241.87
발행주식수(보통주),"8,400,000","8,400,000","8,400,000","8,400,000","8,400,000"
