주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,653,526,594,450,588
영업이익,23,-2,58,27,49
영업이익(발표기준),23,-2,58,27,49
세전계속사업이익,-40,27,59,-36,76
당기순이익,-40,-11,36,-41,97
  당기순이익(지배),-41,-11,33,-41,95
  당기순이익(비지배),1,0,2,0,1
자산총계,"1,197",977,"1,033","1,079","1,031"
부채총계,724,464,484,583,430
자본총계,473,513,549,495,601
  자본총계(지배),460,500,533,480,583
  자본총계(비지배),13,,16,15,18
자본금,109,119,119,119,119
영업활동현금흐름,-2,-53,29,49,111
투자활동현금흐름,-52,232,-67,-99,63
재무활동현금흐름,75,-179,7,114,-161
CAPEX,88,91,76,22,21
FCF,-90,-144,-47,26,91
이자발생부채,600,363,385,499,345
영업이익률,3.57,-0.35,9.69,5.92,8.41
순이익률,-6.08,-2.11,6.02,-9.09,16.44
ROE(%),-8.41,-2.39,6.48,-8.09,17.91
ROA(%),-3.31,-1.02,3.55,-3.87,9.16
부채비율,153.12,90.41,88.28,117.78,71.60
자본유보율,337.37,336.44,362.53,326.27,403.10
EPS(원),-188,-49,140,-172,399
PER(배),N/A,N/A,19.86,N/A,7.24
BPS(원),"2,140","2,142","2,289","2,095","2,547"
PBR(배),1.64,1.37,1.22,1.34,1.13
현금DPS(원),10,10,10,10,20
현금배당수익률,0.29,0.34,0.36,0.36,0.69
현금배당성향(%),-5.24,-20.32,6.95,-5.59,4.81
발행주식수(보통주),"21,874,423","23,862,351","23,862,351","23,862,351","23,862,351"
