주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,647,690,432,421,384
영업이익,-83,-114,-11,10,-39
영업이익(발표기준),-83,-114,-11,10,-39
세전계속사업이익,-96,-131,-7,0,-42
당기순이익,-75,-153,-120,-44,-43
  당기순이익(지배),-75,-153,-120,-44,-43
  당기순이익(비지배),,,,,
자산총계,934,733,581,501,454
부채총계,391,344,310,278,261
자본총계,543,389,271,223,193
  자본총계(지배),543,389,271,223,193
  자본총계(비지배),,,,,
자본금,35,35,35,35,35
영업활동현금흐름,-41,-89,14,2,26
투자활동현금흐름,-94,123,2,-6,121
재무활동현금흐름,37,-31,-10,-32,-37
CAPEX,87,31,8,8,6
FCF,-128,-120,5,-6,19
이자발생부채,287,260,262,231,205
영업이익률,-12.81,-16.53,-2.66,2.47,-10.27
순이익률,-11.54,-22.20,-27.71,-10.33,-11.28
ROE(%),-12.85,-32.88,-36.20,-17.60,-20.81
ROA(%),-7.66,-18.38,-18.19,-8.04,-9.07
부채비율,72.06,88.27,114.26,124.34,135.32
자본유보율,"1,482.75","1,129.65",787.95,663.57,539.84
EPS(원),"-1,067","-2,189","-1,708",-622,-619
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),"7,913","5,680","3,959","3,257","2,815"
PBR(배),1.51,1.16,1.24,1.13,2.20
현금DPS(원),0,,,,
현금배당수익률,0.00,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"7,000,000","7,000,000","7,000,000","7,000,000","7,000,000"
