주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"3,240","3,787","4,494","5,230","5,799"
영업이익,622,680,729,892,733
영업이익(발표기준),622,680,729,892,733
세전계속사업이익,653,773,712,"1,118",625
당기순이익,498,608,573,910,321
  당기순이익(지배),258,289,267,427,40
  당기순이익(비지배),241,319,307,483,281
자산총계,"6,101","6,729","7,422","9,490","12,837"
부채총계,"1,192","1,342","1,604","2,936","4,326"
자본총계,"4,910","5,386","5,818","6,554","8,511"
  자본총계(지배),"3,411","3,622","3,785","4,128","5,378"
  자본총계(비지배),"1,506",,"2,033","2,426","3,133"
자본금,50,52,55,57,60
영업활동현금흐름,475,534,655,906,498
투자활동현금흐름,-578,-635,-560,"-1,662","-1,291"
재무활동현금흐름,16,-29,-58,"1,120","1,876"
CAPEX,452,526,353,641,"1,443"
FCF,23,8,302,265,-945
이자발생부채,609,653,778,"1,923","2,504"
영업이익률,19.20,17.95,16.22,17.06,12.65
순이익률,15.39,16.05,12.76,17.41,5.53
ROE(%),7.80,8.22,7.20,10.79,0.84
ROA(%),8.54,9.47,8.11,10.77,2.87
부채비율,24.27,24.92,27.56,44.80,50.83
자본유보율,"7,047.76","7,134.48","7,185.46","7,536.72","9,274.73"
EPS(원),"2,041","2,290","2,112","3,383",316
PER(배),22.51,16.71,15.13,8.25,121.65
BPS(원),"27,157","28,842","30,148","33,078","43,321"
PBR(배),1.69,1.33,1.06,0.84,0.89
현금DPS(원),393,412,346,363,477
현금배당수익률,0.85,1.08,1.08,1.30,1.24
현금배당성향(%),19.12,17.89,16.29,10.61,148.00
발행주식수(보통주),"12,621,492","12,621,492","12,621,492","12,621,492","12,621,492"
