주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,456,522,489,485,611,868,"1,454","3,391"
영업이익,85,88,51,15,57,120,214,516
영업이익(발표기준),85,88,51,15,57,,,
세전계속사업이익,70,83,65,6,79,118,204,490
당기순이익,68,77,58,16,74,99,168,386
  당기순이익(지배),68,77,58,16,74,99,166,386
  당기순이익(비지배),,,,,,,,
자산총계,890,985,"1,019","1,066","1,212","2,000","2,738","4,165"
부채총계,60,96,81,145,214,914,"1,496","2,544"
자본총계,829,889,938,921,998,"1,086","1,242","1,622"
  자본총계(지배),829,889,938,921,998,"1,086","1,242","1,622"
  자본총계(비지배),,,,,,,,
자본금,54,54,54,54,54,52,52,52
영업활동현금흐름,96,39,119,87,106,-16,8,-561
투자활동현금흐름,-115,-16,-59,-92,-144,-120,-375,-460
재무활동현금흐름,-33,-16,-9,28,64,672,548,896
CAPEX,45,48,20,128,43,140,600,800
FCF,50,-9,99,-41,63,,,
이자발생부채,13,11,14,76,156,,,
영업이익률,18.72,16.75,10.52,3.02,9.37,13.83,14.69,15.20
순이익률,14.98,14.68,11.87,3.40,12.17,11.41,11.52,11.38
ROE(%),8.51,8.93,6.35,1.77,7.74,9.50,14.31,26.96
ROA(%),7.88,8.19,5.79,1.58,6.52,6.16,7.07,11.18
부채비율,7.30,10.83,8.64,15.72,21.47,84.20,120.49,156.86
자본유보율,"1,442.63","1,564.50","1,643.92","1,651.64","1,776.73",,,
EPS(원),625,702,530,151,679,839,"1,353","3,136"
PER(배),27.36,21.79,31.54,250.49,101.25,85.89,53.30,22.99
BPS(원),"7,694","8,243","8,684","8,670","9,322","9,023","10,324","13,478"
PBR(배),2.22,1.86,1.92,4.37,7.37,7.99,6.98,5.35
현금DPS(원),130,140,120,100,120,120,120,120
현금배당수익률,0.76,0.92,0.72,0.26,0.17,0.17,0.17,0.17
현금배당성향(%),21.34,20.39,23.02,69.48,19.25,13.15,7.82,3.37
발행주식수(보통주),"10,848,333","10,848,333","10,848,333","10,848,333","10,848,333",,,
