주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,368,358,345,394,518,575,660,760
영업이익,102,111,122,148,214,236,314,386
영업이익(발표기준),102,111,122,148,214,,,
세전계속사업이익,109,111,122,148,271,254,333,404
당기순이익,83,86,93,123,211,196,256,311
  당기순이익(지배),83,86,93,123,211,196,256,311
  당기순이익(비지배),,,,,,,,
자산총계,"1,249","1,213","1,443","1,793","2,304","2,511","2,786","3,122"
부채총계,630,584,785,"1,048","1,374","1,437","1,509","1,586"
자본총계,619,629,657,745,930,"1,074","1,277","1,536"
  자본총계(지배),619,629,657,745,930,"1,074","1,277","1,536"
  자본총계(비지배),,,,,,,,
자본금,39,40,40,40,40,40,40,40
영업활동현금흐름,39,-8,24,246,102,98,78,98
투자활동현금흐름,-29,104,-1,-23,-82,92,22,17
재무활동현금흐름,66,-70,-68,-43,-41,-53,-53,-53
CAPEX,6,9,0,11,3,14,15,20
FCF,33,-17,24,235,99,92,71,85
이자발생부채,0,0,9,35,28,,,
영업이익률,27.89,31.00,35.43,37.65,41.32,41.04,47.58,50.79
순이익률,22.56,24.12,27.03,31.20,40.76,34.09,38.79,40.92
ROE(%),15.27,13.82,14.48,17.55,25.21,19.56,21.78,22.11
ROA(%),7.70,7.01,7.01,7.61,10.31,8.14,9.67,10.53
부채비율,101.71,92.74,119.43,140.58,147.68,133.80,118.17,103.26
자본유보율,"1,462.04","1,680.86","1,897.32","2,194.16","2,702.03",,,
EPS(원),"1,071","1,084","1,157","1,528","2,621","2,433","3,177","3,860"
PER(배),21.43,14.58,21.74,35.35,20.19,14.08,10.78,8.87
BPS(원),"7,850","8,243","8,946","10,301","12,877","14,869","17,680","21,265"
PBR(배),2.92,1.92,2.81,5.24,4.11,2.30,1.94,1.61
현금DPS(원),0,0,0,0,722,722,722,722
현금배당수익률,0.00,0.00,0.00,0.00,1.36,2.11,2.11,2.11
현금배당성향(%),0.00,0.00,0.00,0.00,24.70,29.68,22.72,18.70
발행주식수(보통주),"7,885,652","8,014,170","8,056,777","8,056,777","8,056,777",,,
