주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,752,883,"1,288","1,192","1,014"
영업이익,102,121,145,119,73
영업이익(발표기준),102,121,145,119,73
세전계속사업이익,105,128,147,116,73
당기순이익,83,99,118,98,50
  당기순이익(지배),83,99,118,98,50
  당기순이익(비지배),,,,,
자산총계,339,645,813,847,"1,394"
부채총계,79,80,139,119,621
자본총계,260,565,674,728,772
  자본총계(지배),260,565,674,728,772
  자본총계(비지배),,,,,
자본금,14,21,42,42,42
영업활동현금흐름,-9,33,262,49,-204
투자활동현금흐름,-5,-264,52,-98,-70
재무활동현금흐름,-10,202,-10,-37,170
CAPEX,5,21,2,32,16
FCF,-14,12,260,17,-220
이자발생부채,0,0,1,3,145
영업이익률,13.60,13.68,11.24,10.01,7.22
순이익률,10.99,11.25,9.16,8.18,4.91
ROE(%),40.14,24.08,19.05,13.91,6.64
ROA(%),27.75,20.17,16.18,11.74,4.44
부채비율,30.56,14.23,20.68,16.40,80.43
자본유보율,"1,580.23","2,480.06","1,446.34","1,650.88","1,702.04"
EPS(원),"1,435","1,189","1,391","1,149",587
PER(배),,4.88,6.31,12.01,23.53
BPS(원),"4,474","6,658","7,942","8,891","9,435"
PBR(배),0.00,0.87,1.10,1.55,1.46
현금DPS(원),79,99,149,347,149
현금배당수익률,,1.71,1.69,2.51,1.08
현금배당성향(%),5.57,8.46,10.68,29.10,24.43
발행주식수(보통주),"5,807,674","8,486,542","8,486,542","8,486,542","8,486,542"
