주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,213,210,203,193,187
영업이익,-5,-35,6,-3,-5
영업이익(발표기준),-5,-35,6,-3,-5
세전계속사업이익,-20,-54,-14,-29,12
당기순이익,-20,-54,-14,-29,12
  당기순이익(지배),-20,-54,-14,-29,14
  당기순이익(비지배),,,,,-2
자산총계,417,341,330,348,290
부채총계,129,113,87,85,47
자본총계,288,228,243,263,243
  자본총계(지배),288,228,243,263,242
  자본총계(비지배),,,,,1
자본금,405,428,460,280,280
영업활동현금흐름,47,50,19,53,16
투자활동현금흐름,-43,-16,-15,-16,-62
재무활동현금흐름,4,-25,-8,43,-6
CAPEX,45,19,16,20,22
FCF,2,31,3,33,-5
이자발생부채,70,28,26,21,15
영업이익률,-2.51,-16.49,3.02,-1.80,-2.90
순이익률,-9.26,-25.83,-7.06,-15.16,6.34
ROE(%),-6.04,-21.03,-6.10,-11.55,5.41
ROA(%),-4.39,-14.32,-4.28,-8.62,3.73
부채비율,44.68,49.57,35.76,32.31,19.24
자본유보율,-28.83,-46.68,-47.16,-5.93,-0.95
EPS(원),-50,-127,-33,-63,24
PER(배),N/A,N/A,N/A,N/A,28.50
BPS(원),712,533,528,470,471
PBR(배),1.65,1.59,1.60,1.80,1.48
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"40,483,168","42,782,168","45,976,168","55,976,167","56,005,065"
