주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,10,17,13,13,26
영업이익,-52,-49,-62,-61,-35
영업이익(발표기준),-52,-49,-62,-61,-35
세전계속사업이익,-52,-35,-150,-111,-35
당기순이익,-43,-35,-150,-111,-35
  당기순이익(지배),-42,-26,-107,-103,-35
  당기순이익(비지배),-1,-9,-43,-8,
자산총계,236,382,258,83,111
부채총계,92,50,107,19,22
자본총계,144,332,151,64,89
  자본총계(지배),144,297,148,64,89
  자본총계(비지배),0,,3,,
자본금,47,57,57,57,63
영업활동현금흐름,-86,-46,-50,-58,-11
투자활동현금흐름,-132,-155,95,13,-28
재무활동현금흐름,209,178,-11,21,55
CAPEX,4,2,18,6,1
FCF,-90,-47,-68,-63,-12
이자발생부채,78,37,88,6,4
영업이익률,-504.09,-281.85,-493.71,-481.95,-136.42
순이익률,-417.26,-202.15,"-1,198.90",-876.35,-137.76
ROE(%),-45.63,-11.72,-48.28,-96.87,-46.10
ROA(%),-28.38,-11.38,-46.84,-64.82,-36.49
부채비율,63.89,14.95,70.86,29.10,24.34
자본유보율,201.20,380.49,193.61,-2.96,26.27
EPS(원),-432,-243,-935,-896,-305
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),"1,421","2,584","1,291",560,702
PBR(배),13.19,3.24,3.76,9.06,6.70
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"10,135,254","11,482,523","11,482,523","11,492,523","12,664,779"
