주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"3,721","3,650","2,972",542,138,655,"2,251","3,501"
영업이익,339,166,32,-206,-233,-42,279,401
영업이익(발표기준),339,166,32,-206,-233,,,
세전계속사업이익,347,158,63,-629,172,-23,300,427
당기순이익,249,122,23,-647,185,-14,224,316
  당기순이익(지배),249,126,18,-645,176,-14,224,314
  당기순이익(비지배),0,-4,5,-2,9,,,
자산총계,"3,506","3,346","4,206","2,566","2,582","2,512","3,001","3,535"
부채총계,"1,862","1,734","2,681","1,759","1,565","1,499","1,732","2,034"
자본총계,"1,644","1,612","1,525",807,"1,017","1,014","1,269","1,501"
  자본총계(지배),"1,362","1,333","1,241",525,696,677,882,"1,174"
  자본총계(비지배),282,,284,282,321,,,
자본금,94,94,94,94,94,94,94,94
영업활동현금흐름,382,344,261,-740,-264,54,214,472
투자활동현금흐름,-538,-182,-362,349,409,95,-97,-26
재무활동현금흐름,113,-128,80,-48,-57,-146,0,71
CAPEX,36,29,267,7,2,14,6,13
FCF,346,315,-6,-747,-266,47,573,659
이자발생부채,455,471,"1,305","1,338",808,,,
영업이익률,9.12,4.55,1.08,-37.93,-169.61,-6.38,12.40,11.45
순이익률,6.69,3.34,0.76,-119.30,134.39,-2.11,9.97,9.03
ROE(%),20.76,9.31,1.39,-73.08,28.79,-2.10,28.71,30.60
ROA(%),8.88,3.55,0.60,-19.11,7.18,-0.54,8.14,9.68
부채비율,113.20,107.57,175.78,218.02,153.91,147.85,136.53,135.45
자본유보율,"1,539.67","1,582.22","1,529.60",807.59,989.94,,,
EPS(원),"1,316",664,95,"-3,414",930,-76,"1,184","1,664"
PER(배),23.17,36.29,192.37,N/A,23.50,N/A,17.19,12.23
BPS(원),"7,487","7,441","7,018","3,023","4,007","3,897","5,081","6,758"
PBR(배),4.07,3.24,2.59,6.80,5.45,5.22,4.01,3.01
현금DPS(원),450,350,120,,,112,188,133
현금배당수익률,1.48,1.45,0.66,,,0.55,0.92,0.66
현금배당성향(%),32.91,49.97,118.68,0.00,,-147.66,15.83,8.01
발행주식수(보통주),"18,900,000","18,900,000","18,900,000","18,900,000","18,900,000",,,
