주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,545,643,839,"1,087","1,541","1,844","2,146","2,457"
영업이익,148,87,191,334,525,677,809,906
영업이익(발표기준),148,87,191,334,525,,,
세전계속사업이익,154,144,185,395,560,692,834,841
당기순이익,125,113,149,325,468,553,670,736
  당기순이익(지배),130,144,167,328,467,546,656,696
  당기순이익(비지배),-4,-31,-18,-3,1,,,
자산총계,"1,890","2,582","2,699","3,198","4,276","4,540","5,185","5,955"
부채총계,69,393,415,554,993,869,896,"1,089"
자본총계,"1,822","2,189","2,284","2,644","3,284","3,670","4,289","4,866"
  자본총계(지배),"1,789","1,976","2,091","2,454","3,054","3,436","4,036","4,637"
  자본총계(비지배),33,,193,190,229,,,
자본금,47,47,48,49,51,51,51,51
영업활동현금흐름,86,52,193,324,653,547,676,724
투자활동현금흐름,-30,-184,-116,-362,-938,-186,-230,-207
재무활동현금흐름,-57,169,-91,111,430,-64,-57,-60
CAPEX,68,286,96,348,206,138,162,119
FCF,18,-234,97,-24,447,365,448,
이자발생부채,0,203,209,324,656,,,
영업이익률,27.25,13.54,22.73,30.74,34.06,36.70,37.71,36.85
순이익률,22.98,17.52,17.71,29.84,30.39,30.01,31.20,29.98
ROE(%),7.39,7.65,8.20,14.42,16.95,16.84,17.56,16.05
ROA(%),6.80,5.04,5.62,11.00,12.53,12.55,13.77,13.22
부채비율,3.78,17.96,18.17,20.96,30.24,23.69,20.88,22.38
자본유보율,"3,794.05","4,081.41","4,383.88","5,026.43","6,060.78",,,
EPS(원),"1,369","1,467","1,678","3,287","4,628","5,405","6,487","6,883"
PER(배),43.04,22.94,21.69,17.40,17.72,15.19,12.66,11.93
BPS(원),"19,149","19,939","21,315","24,843","30,618","34,443","40,452","46,482"
PBR(배),3.08,1.69,1.71,2.30,2.68,2.38,2.03,1.77
현금DPS(원),300,300,300,500,600,567,567,600
현금배당수익률,0.51,0.89,0.82,0.87,0.73,0.69,0.69,0.73
현금배당성향(%),21.63,20.64,17.65,15.07,12.82,10.48,8.73,8.72
발행주식수(보통주),"9,466,217","9,466,217","9,554,788","9,789,072","10,111,930",,,
