주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,212,256,292,670,"1,140"
영업이익,83,109,159,446,840
영업이익(발표기준),83,109,159,446,840
세전계속사업이익,84,109,158,446,839
당기순이익,70,90,151,358,648
  당기순이익(지배),70,90,151,358,648
  당기순이익(비지배),0,0,0,0,0
자산총계,"1,180","1,236","1,445","1,858","3,504"
부채총계,109,74,282,338,401
자본총계,"1,071","1,162","1,163","1,520","3,104"
  자본총계(지배),"1,071","1,162","1,163","1,520","3,104"
  자본총계(비지배),,,,,
자본금,400,400,400,400,500
영업활동현금흐름,-87,47,-3,317,374
투자활동현금흐름,1,-12,-39,-210,"-1,221"
재무활동현금흐름,20,-50,46,-104,841
CAPEX,0,1,2,1,1
FCF,,,,,
이자발생부채,90,40,240,140,50
영업이익률,39.05,42.71,54.30,66.66,73.62
순이익률,33.22,35.20,51.80,53.40,56.78
ROE(%),6.42,8.06,13.01,26.65,28.01
ROA(%),6.05,7.45,11.29,21.65,24.15
부채비율,10.22,6.41,24.20,22.22,12.91
자본유보율,167.68,190.49,190.83,280.12,520.70
EPS(원),88,112,189,447,797
PER(배),,,,,6.44
BPS(원),"1,338","1,452","1,454","1,901","3,104"
PBR(배),0.00,0.00,0.00,0.00,1.65
현금DPS(원),88,0,188,250,150
현금배당수익률,,,,,2.92
현금배당성향(%),99.44,0.00,99.13,55.92,23.17
발행주식수(보통주),"80,000,000","80,000,000","80,000,000","80,000,000","100,000,000"
