주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"1,063",973,993,982,703
영업이익,42,37,44,63,30
영업이익(발표기준),42,37,44,63,30
세전계속사업이익,159,77,84,113,76
당기순이익,129,61,64,87,61
  당기순이익(지배),129,61,64,87,61
  당기순이익(비지배),,,,,
자산총계,868,865,912,969,982
부채총계,209,166,157,137,104
자본총계,659,699,755,832,878
  자본총계(지배),659,699,755,832,878
  자본총계(비지배),,,,,
자본금,41,41,41,41,41
영업활동현금흐름,143,6,67,114,12
투자활동현금흐름,-180,-6,-113,-79,-4
재무활동현금흐름,-2,-6,-20,-16,-19
CAPEX,4,30,3,11,9
FCF,139,-24,64,102,3
이자발생부채,18,23,10,2,0
영업이익률,3.96,3.84,4.38,6.44,4.34
순이익률,12.14,6.27,6.47,8.88,8.72
ROE(%),21.64,8.99,8.83,10.98,7.18
ROA(%),16.16,7.05,7.23,9.27,6.29
부채비율,31.77,23.69,20.83,16.40,11.84
자본유보율,"1,987.59","2,114.10","2,249.91","2,441.32","2,550.66"
EPS(원),"1,563",739,777,"1,056",743
PER(배),7.01,10.01,11.83,29.61,32.78
BPS(원),"7,973","8,598","9,288","10,273","10,832"
PBR(배),1.37,0.86,0.99,3.04,2.25
현금DPS(원),100,100,100,200,100
현금배당수익률,0.91,1.35,1.09,0.64,0.41
현금배당성향(%),6.40,13.32,12.66,18.59,13.20
발행주식수(보통주),"8,260,000","8,260,000","8,260,000","8,260,000","8,260,000"
