주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,004",834,524,396,561
영업이익,73,-25,-49,-84,45
영업이익(발표기준),73,-25,-49,-84,45
세전계속사업이익,76,-18,-32,-118,61
당기순이익,61,-16,-28,-126,51
  당기순이익(지배),39,-8,-12,-65,39
  당기순이익(비지배),22,-8,-16,-62,11
자산총계,"1,266","1,243","1,192","1,099","1,131"
부채총계,97,84,79,126,103
자본총계,"1,169","1,159","1,113",973,"1,028"
  자본총계(지배),734,734,705,627,670
  자본총계(비지배),435,,408,346,358
자본금,20,20,20,20,20
영업활동현금흐름,69,41,-15,9,72
투자활동현금흐름,-408,25,4,-81,-90
재무활동현금흐름,-8,-8,-3,,0
CAPEX,17,58,0,2,4
FCF,52,-17,-16,8,68
이자발생부채,0,0,0,0,0
영업이익률,7.30,-3.02,-9.31,-21.20,7.95
순이익률,6.08,-1.89,-5.42,-31.92,9.08
ROE(%),5.43,-1.05,-1.67,-9.69,6.08
ROA(%),4.89,-1.25,-2.33,-11.03,4.57
부채비율,8.29,7.29,7.05,12.99,10.03
자본유보율,"3,570.82","3,506.48","3,433.11","3,077.16","3,274.39"
EPS(원),195,-39,-60,-323,197
PER(배),20.52,N/A,N/A,N/A,13.13
BPS(원),"3,671","3,671","3,526","3,133","3,352"
PBR(배),1.09,0.95,1.01,0.75,0.77
현금DPS(원),25,13,,,
현금배당수익률,0.63,0.37,,,
현금배당성향(%),12.84,-33.73,0.00,0.00,
발행주식수(보통주),"20,000,000","20,000,000","20,000,000","20,000,000","20,000,000"
