주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,498,596,738,844,978
영업이익,56,40,4,-2,20
영업이익(발표기준),56,40,4,-2,20
세전계속사업이익,42,18,-24,-51,-15
당기순이익,41,17,-42,-52,2
  당기순이익(지배),38,15,-36,-54,-12
  당기순이익(비지배),3,2,-6,2,15
자산총계,"1,226","1,514","1,798","1,878","1,998"
부채총계,478,736,946,"1,092",992
자본총계,748,779,852,786,"1,006"
  자본총계(지배),742,768,847,780,880
  자본총계(비지배),6,,5,6,125
자본금,49,49,55,55,56
영업활동현금흐름,74,62,110,75,164
투자활동현금흐름,-148,-272,-272,-200,-134
재무활동현금흐름,67,220,234,96,57
CAPEX,163,273,252,178,126
FCF,-88,-211,-142,-103,38
이자발생부채,387,599,758,887,779
영업이익률,11.17,6.74,0.48,-0.19,2.07
순이익률,8.21,2.80,-5.76,-6.16,0.23
ROE(%),5.27,1.98,-4.49,-6.59,-1.49
ROA(%),3.51,1.22,-2.57,-2.83,0.12
부채비율,63.91,94.46,111.10,138.85,98.63
자본유보율,"1,413.47","1,467.00","1,438.94","1,319.32","1,291.47"
EPS(원),387,151,-345,-489,-110
PER(배),22.03,54.21,N/A,N/A,N/A
BPS(원),"7,531","7,792","7,738","7,239","7,925"
PBR(배),1.13,1.05,0.93,1.02,0.88
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"9,854,054","9,854,054","10,951,507","10,951,507","11,283,291"
