주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,153,294,190,245,424
영업이익,98,119,86,147,275
영업이익(발표기준),98,119,86,147,275
세전계속사업이익,98,117,85,146,275
당기순이익,81,99,68,128,224
  당기순이익(지배),81,99,68,128,224
  당기순이익(비지배),0,0,0,0,0
자산총계,245,389,397,487,809
부채총계,64,106,111,86,170
자본총계,181,283,287,402,639
  자본총계(지배),181,283,287,402,639
  자본총계(비지배),,,,,
자본금,73,73,73,73,75
영업활동현금흐름,47,156,-67,-13,218
투자활동현금흐름,-5,-143,119,19,-172
재무활동현금흐름,-6,-4,-74,-22,7
CAPEX,3,2,,0,1
FCF,,,,,
이자발생부채,4,0,0,0,0
영업이익률,64.02,40.46,45.32,59.90,64.81
순이익률,53.12,33.56,36.02,52.30,52.76
ROE(%),,42.50,23.95,37.24,43.00
ROA(%),,31.08,17.36,28.98,34.53
부채비율,35.68,37.40,38.62,21.30,26.56
자본유보율,147.48,288.30,292.73,450.25,749.02
EPS(원),946,676,468,878,"1,512"
PER(배),,,,,
BPS(원),"1,237","1,942","1,964","2,751","4,245"
PBR(배),0.00,0.00,0.00,0.00,0.00
현금DPS(원),0,0,480,137,0
현금배당수익률,,,,,
현금배당성향(%),0.00,0.00,0.00,15.60,
발행주식수(보통주),"14,600,000","14,600,000","14,600,000","14,600,000","15,057,330"
