주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"1,358","1,510","1,366","1,328","1,473"
영업이익,37,22,-14,3,39
영업이익(발표기준),37,22,-14,3,39
세전계속사업이익,37,104,-8,4,45
당기순이익,27,79,-6,8,39
  당기순이익(지배),27,79,-6,8,39
  당기순이익(비지배),,,,,
자산총계,"1,690","1,787","1,710","1,739","1,809"
부채총계,344,366,305,327,359
자본총계,"1,346","1,421","1,405","1,412","1,450"
  자본총계(지배),"1,346","1,421","1,405","1,412","1,450"
  자본총계(비지배),,,,,
자본금,31,31,31,31,31
영업활동현금흐름,62,24,71,105,76
투자활동현금흐름,-28,135,-265,31,-16
재무활동현금흐름,-5,-5,-57,-87,-21
CAPEX,25,71,148,33,26
FCF,37,-46,-78,72,50
이자발생부채,100,100,82,83,68
영업이익률,2.76,1.47,-1.01,0.24,2.62
순이익률,2.01,5.25,-0.43,0.61,2.63
ROE(%),2.05,5.73,-0.42,0.57,2.71
ROA(%),1.60,4.56,-0.34,0.47,2.19
부채비율,25.59,25.74,21.68,23.14,24.77
자본유보율,"4,337.25","4,615.77","4,563.90","4,591.05","4,701.19"
EPS(원),446,"1,294",-96,131,633
PER(배),22.04,6.96,N/A,62.18,21.74
BPS(원),"22,784","24,059","23,785","23,908","24,542"
PBR(배),0.43,0.37,0.36,0.34,0.56
현금DPS(원),85,170,0,85,170
현금배당수익률,0.87,1.89,0.00,1.04,1.24
현금배당성향(%),18.38,12.66,0.00,62.48,25.89
발행주식수(보통주),"6,132,112","6,132,112","6,132,112","6,132,112","6,132,112"
