주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,704,789,880,701,950,"1,083","1,172","1,323"
영업이익,91,83,117,69,97,181,198,254
영업이익(발표기준),91,83,117,69,97,,,
세전계속사업이익,35,68,84,-28,53,159,173,219
당기순이익,35,76,83,-30,91,156,173,243
  당기순이익(지배),31,71,79,-27,90,148,170,241
  당기순이익(비지배),4,5,5,-3,1,,,
자산총계,"1,409","1,417","1,519","1,555","1,534","1,854","1,853","2,032"
부채총계,567,519,575,708,584,778,626,502
자본총계,842,898,944,847,950,"1,076","1,227","1,530"
  자본총계(지배),787,839,880,785,880,"1,037","1,234","1,453"
  자본총계(비지배),55,,65,62,70,,,
자본금,59,59,59,59,59,59,59,59
영업활동현금흐름,99,84,135,102,228,192,188,268
투자활동현금흐름,-101,-19,-108,-50,-107,-80,-96,-109
재무활동현금흐름,-32,-62,-22,33,-170,148,-192,-154
CAPEX,159,12,53,23,36,47,59,106
FCF,-60,72,82,79,192,116,98,178
이자발생부채,409,366,391,517,365,,,
영업이익률,12.94,10.56,13.32,9.79,10.18,16.74,16.93,19.20
순이익률,4.92,9.57,9.47,-4.32,9.58,14.37,14.75,18.37
ROE(%),3.99,8.72,9.16,-3.27,10.80,15.44,14.93,17.94
ROA(%),2.47,5.34,5.68,-1.97,5.89,9.19,9.33,12.51
부채비율,67.40,57.75,60.85,83.58,61.47,72.22,51.02,32.81
자본유보율,"1,288.92","1,374.96","1,473.45","1,399.00","1,533.35",,,
EPS(원),262,597,663,-229,757,"1,245","1,426","2,028"
PER(배),51.01,13.49,12.57,N/A,11.82,8.23,7.19,5.05
BPS(원),"6,787","7,237","7,723","7,403","8,297","9,782","11,640","13,706"
PBR(배),1.97,1.11,1.08,1.01,1.08,1.05,0.88,0.75
현금DPS(원),150,150,150,100,200,200,225,200
현금배당수익률,1.12,1.86,1.80,1.34,2.24,1.95,2.20,1.95
현금배당성향(%),55.92,24.53,21.70,-38.92,23.58,16.06,15.77,9.86
발행주식수(보통주),"11,881,871","11,882,871","11,882,871","11,882,871","11,882,871",,,
