주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,731,673,618,616,646
영업이익,20,1,17,5,24
영업이익(발표기준),20,1,17,5,24
세전계속사업이익,20,2,15,1,26
당기순이익,18,-3,-8,-6,20
  당기순이익(지배),18,-3,-8,-6,20
  당기순이익(비지배),0,0,,,
자산총계,766,770,765,734,757
부채총계,334,355,362,346,327
자본총계,432,415,403,388,430
  자본총계(지배),426,408,403,388,430
  자본총계(비지배),6,,,,
자본금,94,94,94,94,94
영업활동현금흐름,74,-1,41,90,65
투자활동현금흐름,-142,-94,-11,-86,-59
재무활동현금흐름,97,42,-2,-16,-28
CAPEX,41,42,124,78,42
FCF,33,-44,-82,11,23
이자발생부채,118,165,157,147,127
영업이익률,2.77,0.14,2.69,0.83,3.65
순이익률,2.50,-0.40,-1.35,-0.99,3.09
ROE(%),4.94,-0.63,-2.05,-1.54,4.88
ROA(%),2.59,-0.35,-1.08,-0.81,2.68
부채비율,77.23,85.54,89.83,89.13,76.16
자본유보율,358.15,339.35,333.86,317.88,335.65
EPS(원),121,-14,-44,-33,107
PER(배),16.68,N/A,N/A,N/A,20.65
BPS(원),"2,278","2,184","2,156","2,076","2,298"
PBR(배),0.88,0.86,0.85,0.95,0.96
현금DPS(원),30,30,30,30,30
현금배당수익률,1.49,1.60,1.64,1.52,1.36
현금배당성향(%),30.86,-212.48,-67.39,-91.89,28.11
발행주식수(보통주),"18,723,923","18,723,923","18,723,923","18,723,923","18,723,923"
