주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"2,093","2,143","1,790","2,151","2,961","3,257","3,746","4,029"
영업이익,300,261,240,322,437,500,673,728
영업이익(발표기준),300,261,240,322,437,,,
세전계속사업이익,262,255,257,291,468,504,678,736
당기순이익,223,206,213,205,382,414,562,608
  당기순이익(지배),236,224,220,210,382,392,513,544
  당기순이익(비지배),-13,-19,-8,-5,,,,
자산총계,"1,300","1,413","1,677","1,972","2,329","2,770","3,298","3,888"
부채총계,432,370,439,500,499,619,624,655
자본총계,868,"1,042","1,238","1,472","1,830","2,152","2,674","3,233"
  자본총계(지배),891,"1,084","1,287","1,472","1,830","2,184","2,650","3,140"
  자본총계(비지배),-23,,-50,,,,,
자본금,153,153,153,153,153,153,153,153
영업활동현금흐름,271,89,172,294,452,358,528,610
투자활동현금흐름,-63,-120,-100,25,-148,-72,-52,-65
재무활동현금흐름,40,-18,-35,-38,-86,-34,-40,-44
CAPEX,15,42,29,31,96,48,51,56
FCF,256,47,144,263,356,304,474,548
이자발생부채,178,178,198,181,126,,,
영업이익률,14.32,12.18,13.40,14.98,14.76,15.34,17.97,18.06
순이익률,10.63,9.59,11.88,9.55,12.89,12.73,15.02,15.10
ROE(%),29.81,22.72,18.57,15.25,23.11,19.53,21.22,18.79
ROA(%),19.73,15.16,13.76,11.26,17.74,16.25,18.54,16.94
부채비율,49.77,35.53,35.50,33.97,27.26,28.76,23.36,20.26
자본유보율,459.90,591.01,723.40,817.62,"1,050.38",,,
EPS(원),769,732,718,686,"1,244","1,278","1,673","1,774"
PER(배),8.17,4.42,7.56,12.49,11.73,7.94,6.07,5.72
BPS(원),"3,030","3,686","4,376","5,003","6,222","7,425","9,009","10,674"
PBR(배),2.07,0.88,1.24,1.71,2.35,1.37,1.13,0.95
현금DPS(원),60,60,50,80,120,125,155,180
현금배당수익률,0.96,1.85,0.92,0.93,0.82,1.23,1.53,1.77
현금배당성향(%),7.49,7.87,6.68,11.19,9.25,9.78,9.26,10.15
발행주식수(보통주),"30,664,223","30,664,223","30,664,223","30,664,223","30,664,223",,,
