주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,24,57,29,62,79
영업이익,-39,-30,-80,-37,-33
영업이익(발표기준),-39,-30,-80,-37,-33
세전계속사업이익,-49,-15,-89,-44,-32
당기순이익,-70,-46,-89,-44,-33
  당기순이익(지배),-70,-46,-89,-44,-33
  당기순이익(비지배),,,,,
자산총계,356,456,391,363,433
부채총계,43,187,207,221,222
자본총계,313,269,184,142,211
  자본총계(지배),313,269,184,142,211
  자본총계(비지배),,,,,
자본금,48,48,48,48,53
영업활동현금흐름,-7,-56,-37,-47,-33
투자활동현금흐름,-70,-144,11,84,-60
재무활동현금흐름,29,182,0,1,101
CAPEX,21,11,8,8,14
FCF,-28,-67,-45,-54,-47
이자발생부채,0,162,174,184,187
영업이익률,-164.00,-53.59,-276.89,-59.77,-41.44
순이익률,-295.66,-81.52,-310.19,-70.36,-41.72
ROE(%),-21.06,-15.90,-39.40,-26.69,-18.75
ROA(%),-19.22,-11.40,-21.11,-11.56,-8.32
부채비율,13.68,69.30,112.10,155.50,105.13
자본유보율,549.84,456.85,278.03,190.01,286.90
EPS(원),-744,-481,-927,-452,-324
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),"3,256","2,794","1,911","1,474","1,977"
PBR(배),4.55,3.76,4.07,6.89,4.73
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"9,615,781","9,641,781","9,641,781","9,641,781","10,671,930"
