주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"3,370",740,798,"1,802","1,102"
영업이익,21,-10,43,93,133
영업이익(발표기준),21,-10,43,93,133
세전계속사업이익,38,-18,39,101,118
당기순이익,33,-14,12,84,95
  당기순이익(지배),33,-14,12,84,95
  당기순이익(비지배),,,,,
자산총계,851,945,"1,200","1,185","1,235"
부채총계,178,299,547,451,400
자본총계,673,646,654,734,836
  자본총계(지배),673,646,654,734,836
  자본총계(비지배),,,,,
자본금,76,76,76,76,76
영업활동현금흐름,58,-12,-28,191,150
투자활동현금흐름,-57,-84,-180,-114,192
재무활동현금흐름,116,130,108,-55,-184
CAPEX,12,131,208,126,8
FCF,47,-143,-236,66,142
이자발생부채,40,190,306,246,66
영업이익률,0.62,-1.41,5.34,5.14,12.08
순이익률,0.98,-1.84,1.50,4.65,8.58
ROE(%),,-2.06,1.84,12.08,12.05
ROA(%),,-1.51,1.12,7.03,7.81
부채비율,26.49,46.38,83.62,61.44,47.84
자본유보율,783.98,768.70,778.95,884.80,"1,016.53"
EPS(원),224,-89,78,548,618
PER(배),22.95,N/A,68.89,11.77,9.85
BPS(원),"4,423","4,329","4,383","4,921","5,602"
PBR(배),1.16,0.72,1.23,1.31,1.09
현금DPS(원),20,0,0,0,20
현금배당수익률,0.39,0.00,0.00,0.00,0.33
현금배당성향(%),9.17,0.00,0.00,0.00,3.15
발행주식수(보통주),"15,296,603","15,296,603","15,296,603","15,296,603","15,296,603"
