주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,172,436,590,429,436
영업이익,-45,-32,-88,-113,-111
영업이익(발표기준),-45,-32,-88,-113,-111
세전계속사업이익,-52,39,-167,-174,-178
당기순이익,-52,42,-172,-174,-178
  당기순이익(지배),-48,46,-164,-169,-172
  당기순이익(비지배),-4,-4,-8,-5,-6
자산총계,627,"1,077","1,395","1,219","1,897"
부채총계,187,262,634,216,597
자본총계,440,814,761,"1,003","1,300"
  자본총계(지배),384,687,639,894,"1,187"
  자본총계(비지배),56,,122,110,114
자본금,116,122,125,135,157
영업활동현금흐름,-47,-35,-55,-117,-113
투자활동현금흐름,-165,-45,-157,-176,144
재무활동현금흐름,223,193,478,0,829
CAPEX,2,2,6,1,8
FCF,-48,-37,-61,-117,-121
이자발생부채,141,89,488,133,511
영업이익률,-26.18,-7.24,-14.98,-26.24,-25.44
순이익률,-30.40,9.63,-29.13,-40.53,-40.76
ROE(%),-13.32,8.54,-24.77,-22.05,-16.53
ROA(%),-9.12,4.92,-13.90,-13.31,-11.40
부채비율,42.49,32.21,83.34,21.57,45.89
자본유보율,229.95,458.61,397.83,532.51,639.57
EPS(원),-210,193,-667,-656,-623
PER(배),N/A,145.95,N/A,N/A,N/A
BPS(원),"1,684","2,839","2,588","3,354","3,825"
PBR(배),20.90,9.93,12.09,8.71,3.70
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"23,136,932","24,491,837","25,011,044","26,950,340","31,335,211"
