주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,251","1,655","2,169","2,548","2,505"
영업이익,82,-15,10,-59,-138
영업이익(발표기준),82,-15,10,-59,-138
세전계속사업이익,12,-106,-58,-165,-217
당기순이익,-28,-124,-75,-193,-169
  당기순이익(지배),-35,-128,-84,-200,-201
  당기순이익(비지배),7,4,9,6,32
자산총계,"3,019","3,204","3,284","3,280","3,432"
부채총계,"1,999","1,974","2,099","1,877","2,027"
자본총계,"1,020","1,230","1,185","1,403","1,405"
  자본총계(지배),"1,009","1,052",990,955,910
  자본총계(비지배),12,,195,448,495
자본금,66,67,67,74,97
영업활동현금흐름,-100,39,-88,52,93
투자활동현금흐름,-100,-162,88,3,-396
재무활동현금흐름,244,91,-9,216,59
CAPEX,112,53,116,64,78
FCF,-212,-14,-205,-12,15
이자발생부채,"1,237",990,"1,028",963,872
영업이익률,3.64,-0.93,0.46,-2.31,-5.52
순이익률,-1.23,-7.48,-3.46,-7.59,-6.74
ROE(%),-3.60,-12.43,-8.21,-20.55,-21.55
ROA(%),-0.86,-3.98,-2.32,-5.90,-5.03
부채비율,195.91,160.47,177.10,133.82,144.22
자본유보율,"1,522.55","1,312.98","1,495.51","1,304.85",924.82
EPS(원),-263,-906,-589,"-1,343","-1,165"
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),"7,648","7,869","7,405","6,434","4,908"
PBR(배),0.91,0.71,0.49,1.16,0.91
현금DPS(원),47,47,47,47,
현금배당수익률,0.67,0.84,1.30,0.63,
현금배당성향(%),-17.64,-4.88,-7.46,-2.94,
발행주식수(보통주),"14,066,457","14,232,378","14,232,378","15,699,736","19,396,669"
