주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,735,366,118,280,454
영업이익,-34,-107,-50,-86,-67
영업이익(발표기준),-34,-107,-50,-86,-67
세전계속사업이익,-40,-104,32,-165,-163
당기순이익,-40,-121,32,-165,-226
  당기순이익(지배),-33,-121,38,-129,-271
  당기순이익(비지배),-7,0,-6,-36,45
자산총계,610,939,"1,246","1,250","1,225"
부채총계,57,375,618,492,664
자본총계,553,564,628,758,561
  자본총계(지배),553,563,633,799,557
  자본총계(비지배),0,1,-5,-41,4
자본금,123,142,146,263,274
영업활동현금흐름,-7,14,-203,-226,-108
투자활동현금흐름,-5,-365,-97,41,26
재무활동현금흐름,37,400,185,182,61
CAPEX,15,46,3,17,2
FCF,-22,-33,-206,-243,-110
이자발생부채,16,288,462,363,417
영업이익률,-4.59,-29.25,-42.78,-30.78,-14.82
순이익률,-5.51,-33.19,27.16,-58.94,-49.79
ROE(%),-9.28,-21.71,6.38,-18.00,-39.98
ROA(%),-6.27,-15.68,2.93,-13.24,-18.25
부채비율,10.26,66.50,98.55,64.96,118.42
자본유보율,339.02,289.02,332.36,203.43,99.47
EPS(원),-37,-88,26,-66,-101
PER(배),N/A,N/A,19.87,N/A,N/A
BPS(원),450,398,433,304,203
PBR(배),1.95,1.87,1.21,1.50,1.04
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"122,798,622","141,563,497","146,136,795","263,233,774","273,760,088"
