주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,841,998,"1,233","1,241","1,477","1,908","2,308","2,630"
영업이익,91,66,-23,-19,31,142,236,302
영업이익(발표기준),91,66,-23,-19,31,,,
세전계속사업이익,85,271,-14,-10,58,168,267,340
당기순이익,77,262,-51,-27,37,132,206,260
  당기순이익(지배),77,262,-51,-27,37,132,206,260
  당기순이익(비지배),,,,,,,,
자산총계,930,"1,255","1,211","1,220","1,417","1,650","1,911","2,246"
부채총계,48,154,186,221,362,460,510,574
자본총계,882,"1,100","1,024",999,"1,055","1,190","1,402","1,672"
  자본총계(지배),882,"1,100","1,024",999,"1,055","1,190","1,402","1,672"
  자본총계(비지배),,,,,,,,
자본금,69,69,69,69,69,70,70,70
영업활동현금흐름,42,97,60,73,117,123,228,294
투자활동현금흐름,-39,-135,15,41,-176,-114,-97,-92
재무활동현금흐름,-40,-27,0,-9,-10,-10,-10,-10
CAPEX,19,16,6,40,110,110,95,90
FCF,23,81,54,33,7,4,126,190
이자발생부채,0,0,20,20,20,,,
영업이익률,10.88,6.57,-1.88,-1.54,2.07,7.47,10.25,11.46
순이익률,9.12,26.19,-4.10,-2.15,2.51,6.94,8.93,9.87
ROE(%),8.93,26.38,-4.76,-2.64,3.61,11.81,15.90,16.89
ROA(%),8.20,23.95,-4.10,-2.20,2.81,8.64,11.57,12.48
부채비율,5.42,14.01,18.19,22.15,34.37,38.61,36.35,34.33
자본유보율,"1,170.73","1,487.49","1,375.08","1,344.86","1,411.86",,,
EPS(원),577,"1,967",-381,-201,279,997,"1,550","1,952"
PER(배),14.66,2.85,N/A,N/A,44.13,13.89,8.94,7.09
BPS(원),"6,635","8,278","7,706","7,513","7,933","8,952","10,543","12,578"
PBR(배),1.27,0.68,0.68,1.14,1.55,1.55,1.31,1.10
현금DPS(원),200,150,70,70,70,70,70,70
현금배당수익률,2.37,2.68,1.34,0.81,0.57,0.51,0.51,0.51
현금배당성향(%),34.69,7.62,-18.40,-34.82,25.11,7.02,4.52,3.59
발행주식수(보통주),"13,292,934","13,292,934","13,292,934","13,292,934",,,,
