주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"1,485","1,508","1,666","2,123","2,622"
영업이익,10,-78,-96,26,80
영업이익(발표기준),10,-78,-96,26,80
세전계속사업이익,20,-97,-77,42,142
당기순이익,15,-74,-62,30,121
  당기순이익(지배),15,-74,-62,30,121
  당기순이익(비지배),,,,,
자산총계,"1,494","1,481","1,564","1,756","2,205"
부채총계,587,610,751,928,"1,262"
자본총계,907,872,814,828,943
  자본총계(지배),907,872,814,828,943
  자본총계(비지배),,,,,
자본금,150,150,150,150,150
영업활동현금흐름,-114,-158,53,257,329
투자활동현금흐름,-31,123,-25,-68,-500
재무활동현금흐름,138,45,-15,-98,88
CAPEX,5,15,11,17,21
FCF,-119,-173,43,240,308
이자발생부채,236,288,316,257,370
영업이익률,0.69,-5.15,-5.77,1.22,3.05
순이익률,1.03,-4.91,-3.69,1.43,4.62
ROE(%),1.73,-8.33,-7.30,3.69,13.67
ROA(%),1.05,-4.98,-4.04,1.82,6.11
부채비율,64.76,69.95,92.23,112.01,133.79
자본유보율,504.67,481.10,442.52,452.15,528.67
EPS(원),510,"-2,471","-2,050","1,009","4,035"
PER(배),23.43,N/A,N/A,14.67,4.46
BPS(원),"30,234","29,055","27,126","27,608","31,434"
PBR(배),0.40,0.62,0.73,0.54,0.57
현금DPS(원),200,0,0,500,750
현금배당수익률,1.67,0.00,0.00,3.38,4.17
현금배당성향(%),39.22,0.00,0.00,49.56,18.59
발행주식수(보통주),"3,000,000","3,000,000","3,000,000","3,000,000","3,000,000"
