주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,422,506,651,666,462
영업이익,23,30,56,68,24
영업이익(발표기준),23,30,56,68,24
세전계속사업이익,12,38,57,47,99
당기순이익,10,32,43,38,80
  당기순이익(지배),10,32,43,38,80
  당기순이익(비지배),,,,,
자산총계,619,730,"1,074",956,"1,229"
부채총계,380,459,752,549,691
자본총계,239,271,322,408,538
  자본총계(지배),239,271,322,408,538
  자본총계(비지배),,,,,
자본금,24,24,49,54,58
영업활동현금흐름,-15,78,15,9,109
투자활동현금흐름,-11,-95,-20,-55,43
재무활동현금흐름,66,69,119,10,26
CAPEX,10,100,20,29,19
FCF,-25,-22,-5,-21,90
이자발생부채,134,203,316,286,272
영업이익률,5.55,5.91,8.54,10.23,5.09
순이익률,2.36,6.36,6.62,5.70,17.23
ROE(%),4.21,12.64,14.50,10.41,16.85
ROA(%),2.08,4.78,4.77,3.74,7.29
부채비율,159.37,168.96,233.46,134.61,128.50
자본유보율,879.84,"1,011.38",557.56,657.55,821.17
EPS(원),102,329,439,381,699
PER(배),87.43,15.19,11.50,27.92,14.20
BPS(원),"2,435","2,770","3,288","3,784","4,672"
PBR(배),3.65,1.80,1.54,2.81,2.12
현금DPS(원),0,75,80,0,0
현금배당수익률,0.00,1.50,1.58,0.00,0.00
현금배당성향(%),0.00,22.81,18.21,0.00,
발행주식수(보통주),"9,800,000","9,800,000","9,800,000","10,769,621","11,513,237"
