주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,255,391,375,362,379
영업이익,6,13,-1,26,18
영업이익(발표기준),6,13,-1,26,18
세전계속사업이익,-10,15,-5,23,-65
당기순이익,-10,11,-4,23,-70
  당기순이익(지배),-10,8,5,28,-61
  당기순이익(비지배),0,4,-9,-5,-9
자산총계,400,453,386,555,563
부채총계,272,349,267,408,274
자본총계,128,104,119,147,289
  자본총계(지배),127,101,113,140,267
  자본총계(비지배),1,3,7,7,22
자본금,16,16,16,17,20
영업활동현금흐름,-46,37,32,26,-77
투자활동현금흐름,-9,2,0,-71,89
재무활동현금흐름,46,-34,-1,71,21
CAPEX,11,6,4,71,5
FCF,-57,31,28,-45,-82
이자발생부채,135,101,97,156,141
영업이익률,2.24,3.35,-0.33,7.09,4.63
순이익률,-4.01,2.91,-1.10,6.33,-18.50
ROE(%),-8.32,6.83,4.31,22.04,-29.92
ROA(%),-2.78,2.67,-0.99,4.86,-12.52
부채비율,212.72,335.65,223.80,277.47,94.63
자본유보율,543.29,378.73,410.35,587.29,"1,017.13"
EPS(원),-50,39,23,138,-300
PER(배),,,,,N/A
BPS(원),644,510,570,691,"1,315"
PBR(배),,,,,4.13
현금DPS(원),0,0,0,8,59
현금배당수익률,,,,0.38,1.09
현금배당성향(%),0.00,0.00,0.00,5.92,-19.67
발행주식수(보통주),"19,753,078","19,753,078","19,753,078","20,345,886","20,345,886"
