주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,133,136,185,164,235
영업이익,-64,4,6,-7,18
영업이익(발표기준),-64,4,6,-7,18
세전계속사업이익,-108,-92,-158,-28,-216
당기순이익,-88,-92,-158,-28,-207
  당기순이익(지배),-87,-85,-158,-28,-207
  당기순이익(비지배),-2,-7,0,0,0
자산총계,567,465,350,288,586
부채총계,101,90,113,79,274
자본총계,465,375,237,209,312
  자본총계(지배),475,392,254,225,309
  자본총계(비지배),-10,,-17,-17,3
자본금,364,364,364,364,647
영업활동현금흐름,-38,6,17,0,42
투자활동현금흐름,-217,-38,-12,-7,-492
재무활동현금흐름,334,-16,-5,-6,569
CAPEX,5,1,4,2,3
FCF,-43,4,13,-2,39
이자발생부채,16,0,22,21,167
영업이익률,-48.37,2.59,2.98,-4.31,7.81
순이익률,-66.42,-67.58,-85.23,-16.88,-88.18
ROE(%),-24.08,-19.62,-48.87,-11.71,-77.44
ROA(%),-19.15,-17.83,-38.69,-8.69,-47.34
부채비율,21.80,24.03,47.61,37.90,87.74
자본유보율,41.90,18.44,-19.93,-27.65,-46.37
EPS(원),-265,-209,-388,-69,-384
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),"1,205",995,645,571,487
PBR(배),1.93,0.91,1.81,2.72,1.81
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"40,681,780","40,681,780","40,681,780","40,681,780","64,680,866"
