주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,502,551,517,569,616
영업이익,89,93,66,33,34
영업이익(발표기준),89,93,66,33,34
세전계속사업이익,86,92,50,26,33
당기순이익,81,86,59,32,30
  당기순이익(지배),81,87,61,47,31
  당기순이익(비지배),0,0,-2,-15,-1
자산총계,"1,183","1,617","1,728","1,930","2,067"
부채총계,369,714,755,927,"1,039"
자본총계,815,903,973,"1,002","1,028"
  자본총계(지배),812,901,972,"1,017","1,043"
  자본총계(비지배),2,,0,-14,-15
자본금,15,16,16,18,18
영업활동현금흐름,79,53,162,-12,0
투자활동현금흐름,-193,-313,-247,-124,-188
재무활동현금흐름,141,245,78,229,108
CAPEX,194,299,254,121,187
FCF,-115,-246,-92,-134,-187
이자발생부채,268,495,579,763,890
영업이익률,17.68,16.84,12.70,5.75,5.47
순이익률,16.06,15.69,11.35,5.61,4.90
ROE(%),,10.13,6.47,4.69,2.98
ROA(%),,6.18,3.51,1.75,1.51
부채비율,45.27,79.12,77.64,92.49,101.02
자본유보율,"5,477.56","5,488.36","5,818.07","5,655.78","5,795.95"
EPS(원),915,982,685,525,345
PER(배),22.41,20.88,21.08,44.93,45.90
BPS(원),"9,538","10,575","11,462","11,910","12,219"
PBR(배),2.15,1.94,1.26,1.98,1.30
현금DPS(원),83,91,91,100,100
현금배당수익률,0.41,0.45,0.63,0.42,0.63
현금배당성향(%),8.72,8.94,12.74,18.32,27.81
발행주식수(보통주),"8,773,918","8,773,918","8,773,918","8,892,384","8,892,384"
