주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"1,750","1,297","1,279","1,698","4,334","6,550","7,508","9,512"
영업이익,-269,-188,81,101,359,563,653,845
영업이익(발표기준),-269,-188,81,101,359,,,
세전계속사업이익,-430,-217,7,94,617,593,685,880
당기순이익,-424,-212,-22,63,535,504,582,748
  당기순이익(지배),-411,-220,3,54,511,481,556,714
  당기순이익(비지배),-13,8,-25,9,24,,,
자산총계,"1,988","1,564","1,419","1,389","3,353","4,230","5,006","6,097"
부채총계,"1,140",858,589,597,"1,756","2,073","2,210","2,497"
자본총계,848,706,830,793,"1,597","2,157","2,796","3,600"
  자본총계(지배),620,464,569,610,"1,319","1,857","2,469","3,240"
  자본총계(비지배),228,,261,182,278,,,
자본금,174,188,214,217,226,226,226,226
영업활동현금흐름,40,10,16,118,465,350,498,558
투자활동현금흐름,0,233,14,-182,-592,68,68,68
재무활동현금흐름,-68,-215,-32,79,538,-27,-27,-27
CAPEX,62,98,31,194,629,200,200,200
FCF,-22,-88,-16,-75,-164,297,444,502
이자발생부채,646,385,273,370,773,,,
영업이익률,-15.38,-14.49,6.30,5.93,8.29,8.60,8.70,8.88
순이익률,-24.23,-16.32,-1.69,3.72,12.36,7.70,7.75,7.86
ROE(%),-49.64,-40.49,0.59,9.22,53.00,30.29,25.70,25.01
ROA(%),-18.84,-11.92,-1.44,4.50,22.58,13.29,12.60,13.47
부채비율,134.32,121.63,71.00,75.30,109.95,96.11,79.04,69.36
자본유보율,268.85,156.79,161.19,183.91,464.48,,,
EPS(원),"-1,221",-603,8,126,"1,143","1,358","3,492","4,484"
PER(배),N/A,N/A,526.12,34.98,11.95,8.76,3.41,2.65
BPS(원),"1,789","1,237","1,330","1,409","2,926","11,741","15,611","20,486"
PBR(배),1.39,1.09,3.11,3.13,4.67,1.01,0.76,0.58
현금DPS(원),0,0,0,0,25,25,25,25
현금배당수익률,0.00,0.00,0.00,0.00,0.18,0.21,0.21,0.21
현금배당성향(%),0.00,0.00,0.00,0.00,2.20,2.35,2.03,1.58
발행주식수(보통주),"34,761,694","37,608,487","42,843,380","43,407,136","45,192,369",,,
