주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,86,98,107,107,108
영업이익,-2,3,10,10,14
영업이익(발표기준),-2,3,10,10,14
세전계속사업이익,-7,3,12,7,17
당기순이익,-6,3,17,5,17
  당기순이익(지배),-6,3,17,5,17
  당기순이익(비지배),,,,,
자산총계,197,205,231,217,227
부채총계,32,37,47,35,33
자본총계,165,169,184,182,195
  자본총계(지배),165,169,184,182,195
  자본총계(비지배),,,,,
자본금,24,24,24,24,24
영업활동현금흐름,17,19,31,10,45
투자활동현금흐름,2,-8,-14,16,-7
재무활동현금흐름,0,0,-2,-9,-10
CAPEX,0,0,0,0,0
FCF,17,19,31,10,45
이자발생부채,0,0,4,6,3
영업이익률,-2.54,2.97,8.94,8.88,12.60
순이익률,-6.75,3.39,16.03,5.00,15.68
ROE(%),-3.47,2.00,9.72,2.94,9.03
ROA(%),-2.83,1.66,7.85,2.40,7.66
부채비율,19.27,21.72,25.71,19.13,16.79
자본유보율,630.61,649.17,712.85,728.76,814.96
EPS(원),-122,70,359,113,357
PER(배),N/A,54.10,17.65,81.37,23.36
BPS(원),"3,666","3,749","4,087","4,155","4,554"
PBR(배),1.66,1.01,1.55,2.20,1.83
현금DPS(원),,,,,
현금배당수익률,,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"4,769,250","4,769,250","4,769,250","4,769,250","4,769,250"
