주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,448","2,179","1,976","1,713","2,962"
영업이익,44,48,41,-24,99
영업이익(발표기준),44,48,41,-24,99
세전계속사업이익,11,10,-45,-68,169
당기순이익,19,-196,0,-65,154
  당기순이익(지배),18,-116,-7,-63,141
  당기순이익(비지배),1,-80,7,-2,13
자산총계,"3,072","2,565","2,321","2,254","2,652"
부채총계,"1,779","1,553","1,327","1,348","1,574"
자본총계,"1,293","1,011",994,905,"1,077"
  자본총계(지배),"1,112",962,937,850,"1,009"
  자본총계(비지배),181,,57,55,68
자본금,100,100,100,100,106
영업활동현금흐름,-103,253,93,128,-152
투자활동현금흐름,-41,-49,109,-70,149
재무활동현금흐름,110,-203,-168,-22,-15
CAPEX,14,7,9,5,6
FCF,-117,246,84,123,-157
이자발생부채,"1,321","1,243","1,099","1,100","1,071"
영업이익률,1.78,2.22,2.08,-1.40,3.33
순이익률,0.77,-8.98,0.01,-3.82,5.20
ROE(%),1.65,-11.14,-0.74,-7.09,15.14
ROA(%),0.63,-6.95,0.01,-2.86,6.28
부채비율,137.60,153.56,133.57,148.93,146.15
자본유보율,999.86,861.31,834.29,750.88,853.95
EPS(원),97,-578,-35,-317,676
PER(배),41.29,N/A,N/A,N/A,4.58
BPS(원),"5,559","4,809","4,685","4,252","4,780"
PBR(배),0.72,0.57,0.52,0.59,0.65
현금DPS(원),100,100,100,100,150
현금배당수익률,2.49,3.63,4.08,3.98,4.84
현금배당성향(%),113.78,-17.31,-284.72,-31.54,22.49
발행주식수(보통주),"20,000,000","20,000,000","20,000,000","20,000,000","21,109,243"
