주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,204,246,245,344,315
영업이익,39,57,42,69,51
영업이익(발표기준),39,57,42,69,51
세전계속사업이익,40,58,45,-24,32
당기순이익,33,48,36,-37,20
  당기순이익(지배),33,48,36,-37,20
  당기순이익(비지배),,,,,
자산총계,591,638,934,"1,131","1,288"
부채총계,79,95,367,383,438
자본총계,513,543,567,748,850
  자본총계(지배),513,543,567,748,850
  자본총계(비지배),,,,,
자본금,49,49,49,64,69
영업활동현금흐름,44,32,79,21,18
투자활동현금흐름,-23,-47,-262,-244,-137
재무활동현금흐름,-64,-7,220,162,131
CAPEX,1,2,5,11,14
FCF,43,30,73,10,4
이자발생부채,20,20,212,264,336
영업이익률,19.04,23.09,17.11,20.15,16.15
순이익률,16.34,19.41,14.48,-10.76,6.22
ROE(%),6.67,9.05,6.40,-5.64,2.45
ROA(%),5.50,7.77,4.52,-3.59,1.62
부채비율,15.36,17.55,64.61,51.25,51.53
자본유보율,804.49,861.45,911.23,988.46,"1,078.79"
EPS(원),337,483,359,-365,145
PER(배),14.51,10.21,21.23,N/A,57.78
BPS(원),"5,186","5,490","5,739","5,993","6,359"
PBR(배),0.94,0.90,1.33,1.59,1.31
현금DPS(원),80,100,0,0,0
현금배당수익률,1.64,2.03,0.00,0.00,0.00
현금배당성향(%),23.76,20.71,0.00,0.00,
발행주식수(보통주),"9,885,656","9,885,656","9,885,656","12,729,653","13,850,909"
