주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"8,116","10,075","10,002","12,014","13,658","17,469","19,980","21,672"
영업이익,338,308,-179,897,"1,743","3,435","4,057","4,417"
영업이익(발표기준),338,308,-179,897,"1,743",,,
세전계속사업이익,190,104,-424,749,"1,540","3,363","3,854","4,226"
당기순이익,161,23,-394,565,"1,183","2,530","2,895","3,174"
  당기순이익(지배),159,50,-366,566,"1,172","2,407","2,865","3,142"
  당기순이익(비지배),2,-27,-28,-1,11,,,
자산총계,"7,282","8,133","8,399","7,798","8,574","10,955","13,949","17,056"
부채총계,"5,134","5,988","6,784","4,915","4,762","4,786","5,066","5,182"
자본총계,"2,147","2,146","1,615","2,883","3,813","6,169","8,883","11,874"
  자본총계(지배),"2,090","2,128","1,625","2,879","3,793","6,125","8,811","11,780"
  자본총계(비지배),57,,-10,4,20,,,
자본금,122,122,122,171,171,170,170,170
영업활동현금흐름,"1,330",905,-316,"2,155","1,146","2,793","3,534","3,748"
투자활동현금흐름,-609,-995,-737,-829,-805,"-1,334","-1,172","-1,168"
재무활동현금흐름,-614,233,871,"-1,249",-346,-354,-248,-228
CAPEX,520,980,750,860,766,"1,595","1,335","1,380"
FCF,809,-75,"-1,067","1,295",380,"1,688","2,459","2,620"
이자발생부채,"1,878","2,240","3,425","1,556","1,309",,,
영업이익률,4.17,3.05,-1.79,7.47,12.76,19.66,20.30,20.38
순이익률,1.98,0.23,-3.94,4.70,8.66,14.48,14.49,14.64
ROE(%),8.21,2.36,-19.50,25.12,35.13,48.54,38.37,30.51
ROA(%),2.42,0.30,-4.77,6.98,14.45,25.91,23.25,20.47
부채비율,239.08,279.06,420.02,170.48,124.89,77.58,57.02,43.64
자본유보율,"1,672.03","1,694.03","1,261.40","1,597.71","2,078.92",,,
EPS(원),661,195,"-1,483","1,943","3,616","7,556","8,995","9,863"
PER(배),15.18,33.10,N/A,11.76,12.63,6.68,5.61,5.12
BPS(원),"8,189","8,335","6,679","8,843","11,910","19,232","27,668","36,991"
PBR(배),1.23,0.78,1.77,2.58,3.83,2.63,1.83,1.37
현금DPS(원),252,152,152,320,500,525,550,550
현금배당수익률,2.51,2.35,1.29,1.40,1.10,1.04,1.09,1.09
현금배당성향(%),40.54,78.14,-10.12,18.41,13.59,6.95,6.12,5.58
발행주식수(보통주),"23,941,516","23,941,516","23,941,516","31,854,143","31,854,143",,,
