주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,607,640,968,930,907,"1,321","1,485","1,617"
영업이익,6,2,153,138,134,221,249,304
영업이익(발표기준),6,2,153,138,134,,,
세전계속사업이익,-2,7,149,144,153,258,292,318
당기순이익,-2,2,131,131,152,224,250,273
  당기순이익(지배),-2,2,131,131,152,224,250,273
  당기순이익(비지배),,,,,,,,
자산총계,858,976,"1,210","1,250","1,409","1,687","1,945","2,210"
부채총계,197,305,401,213,224,294,320,330
자본총계,661,671,809,"1,037","1,186","1,394","1,626","1,880"
  자본총계(지배),661,671,809,"1,037","1,186","1,394","1,626","1,880"
  자본총계(비지배),,,,,,,,
자본금,30,30,30,34,34,34,34,34
영업활동현금흐름,-48,18,223,150,138,270,288,308
투자활동현금흐름,-20,5,-73,10,-22,-54,-47,-42
재무활동현금흐름,30,80,-9,-55,-24,-14,-16,-18
CAPEX,9,7,11,18,15,21,20,0
FCF,-58,11,213,132,123,220,248,274
이자발생부채,80,148,167,9,8,,,
영업이익률,1.01,0.39,15.85,14.84,14.81,16.76,16.79,18.77
순이익률,-0.35,0.34,13.58,14.09,16.72,17.00,16.80,16.88
ROE(%),-0.32,0.33,17.77,14.19,13.64,17.41,16.53,15.58
ROA(%),-0.25,0.24,12.03,10.65,11.40,14.50,13.74,13.14
부채비율,29.73,45.42,49.54,20.54,18.85,21.06,19.66,17.56
자본유보율,"2,168.63","2,190.18","2,628.23","3,038.28","3,438.34",,,
EPS(원),-36,36,"2,190","1,973","2,250","3,332","3,703","4,052"
PER(배),N/A,694.74,15.16,31.58,19.78,11.58,10.42,9.53
BPS(원),"11,013","11,179","13,479","15,391","17,602","20,683","24,126","27,896"
PBR(배),2.02,2.25,2.46,4.05,2.53,1.87,1.60,1.38
현금DPS(원),0,0,250,250,250,250,265,275
현금배당수익률,0.00,0.00,0.75,0.40,0.56,0.65,0.69,0.71
현금배당성향(%),0.00,0.00,11.41,12.86,11.11,7.50,7.16,6.79
발행주식수(보통주),"6,002,500","6,002,500","6,002,500","6,737,544","6,737,544",,,
