주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,135,310,"1,049",219,224
영업이익,-43,18,6,-31,-147
영업이익(발표기준),-43,18,6,-31,-147
세전계속사업이익,-83,89,-45,-70,-379
당기순이익,-79,96,-51,-70,-395
  당기순이익(지배),-79,96,-51,-72,-395
  당기순이익(비지배),0,,,2,
자산총계,404,"1,276","1,544","1,853","1,347"
부채총계,137,831,"1,095","1,241",773
자본총계,268,445,449,612,573
  자본총계(지배),268,445,449,606,573
  자본총계(비지배),,,,6,
자본금,161,184,211,288,414
영업활동현금흐름,-126,-717,811,-65,27
투자활동현금흐름,-13,32,"-1,204",-65,254
재무활동현금흐름,82,763,349,193,-129
CAPEX,0,0,3,4,3
FCF,-126,-717,808,-69,25
이자발생부채,19,643,877,898,554
영업이익률,-32.21,5.93,0.56,-14.16,-65.64
순이익률,-58.85,31.10,-4.89,-32.07,-176.69
ROE(%),-53.69,27.06,-11.48,-13.70,-66.97
ROA(%),-25.93,11.48,-3.64,-4.13,-24.69
부채비율,50.99,186.63,243.71,202.84,134.86
자본유보율,66.96,143.31,114.03,112.71,40.58
EPS(원),-358,271,-127,-145,-579
PER(배),N/A,7.65,N/A,N/A,N/A
BPS(원),830,"1,209","1,064","1,052",693
PBR(배),1.55,1.71,1.59,1.15,1.62
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"32,292,548","36,840,456","42,204,745","57,609,497","82,716,377"
