주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,700","3,330","2,341","2,002","2,957"
영업이익,231,286,138,65,231
영업이익(발표기준),231,286,138,65,231
세전계속사업이익,333,435,155,4,484
당기순이익,236,307,93,-101,302
  당기순이익(지배),228,301,93,-102,300
  당기순이익(비지배),8,6,-1,1,2
자산총계,"4,297","4,445","5,187","5,205","5,417"
부채총계,"1,689","1,575","2,185","2,233","1,962"
자본총계,"2,608","2,870","3,002","2,972","3,456"
  자본총계(지배),"2,410","2,727","2,798","2,689","3,229"
  자본총계(비지배),198,,203,282,227
자본금,55,55,55,60,67
영업활동현금흐름,26,48,-753,263,216
투자활동현금흐름,625,-147,-47,430,352
재무활동현금흐름,207,216,142,5,-326
CAPEX,51,7,96,2,53
FCF,-25,41,-850,261,163
이자발생부채,403,524,"1,057",982,575
영업이익률,8.55,8.59,5.90,3.27,7.80
순이익률,8.74,9.22,3.96,-5.04,10.22
ROE(%),9.93,11.72,3.38,-3.71,10.14
ROA(%),5.49,7.03,1.92,-1.94,5.69
부채비율,64.77,54.88,72.80,75.16,56.76
자본유보율,"4,383.60","4,941.14","5,039.13","4,577.69","4,721.63"
EPS(원),"2,248","2,723",844,-879,"2,355"
PER(배),4.76,4.22,13.27,N/A,3.98
BPS(원),"21,808","24,678","25,387","22,778","24,304"
PBR(배),0.49,0.47,0.44,0.42,0.39
현금DPS(원),200,250,250,250,300
현금배당수익률,1.87,2.17,2.23,2.62,3.20
현금배당성향(%),1.47,9.18,29.54,-29.01,13.28
발행주식수(보통주),"11,050,000","11,050,000","11,077,398","11,966,780","13,446,474"
