주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"1,706","2,029","1,922","2,690","3,065","2,978","3,264","3,478"
영업이익,278,221,348,457,475,430,504,542
영업이익(발표기준),278,221,348,457,475,,,
세전계속사업이익,195,166,255,416,374,467,542,580
당기순이익,127,121,176,225,294,354,411,440
  당기순이익(지배),137,127,180,225,291,352,408,437
  당기순이익(비지배),-11,-6,-4,0,3,,,
자산총계,"4,643","4,762","4,507","4,702","4,912","5,200","5,496","5,816"
부채총계,"2,457","2,501","2,132","1,948","1,944","1,424","1,309","1,190"
자본총계,"2,187","2,261","2,375","2,754","2,968","3,776","4,186","4,626"
  자본총계(지배),"2,056","2,137","2,255","2,656","2,867","3,675","4,085","4,525"
  자본총계(비지배),130,,119,98,101,,,
자본금,149,150,150,194,194,194,194,194
영업활동현금흐름,-148,205,779,386,831,,,
투자활동현금흐름,-169,-109,195,121,-181,,,
재무활동현금흐름,361,79,-525,-904,-294,,,
CAPEX,5,29,39,51,10,,,
FCF,-153,176,740,336,821,,,
이자발생부채,"1,788","1,923","1,599",895,718,,,
영업이익률,16.30,10.89,18.10,16.99,15.50,14.44,15.44,15.58
순이익률,7.42,5.97,9.16,8.35,9.59,11.89,12.59,12.65
ROE(%),7.80,6.04,8.18,9.16,10.54,10.76,10.51,10.15
ROA(%),3.00,2.58,3.80,4.88,6.11,7.00,7.69,7.78
부채비율,112.35,110.59,89.80,70.74,65.52,37.71,31.27,25.72
자본유보율,"1,362.03","1,406.87","1,485.97","1,353.47","1,462.31",,,
EPS(원),495,424,601,602,750,907,"1,051","1,126"
PER(배),16.33,17.34,10.20,17.21,16.27,9.44,8.15,7.61
BPS(원),"7,138","7,370","7,777","7,159","7,727","9,905","11,010","12,196"
PBR(배),1.13,1.00,0.79,1.45,1.58,0.86,0.78,0.70
현금DPS(원),200,200,200,220,220,250,290,310
현금배당수익률,2.47,2.72,3.26,2.13,1.80,2.92,3.39,3.62
현금배당성향(%),41.95,45.77,32.28,36.27,28.03,27.57,27.60,27.54
발행주식수(보통주),"29,711,421","29,906,957","29,906,957","38,825,568","38,825,568",,,
