주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"69,343","73,571","73,503","77,233","108,087","123,490","136,200","148,570"
영업이익,"4,646","3,549","3,065","3,540","7,446","8,400","9,600","10,790"
영업이익(발표기준),"4,646","3,549","3,065","3,540","7,446",,,
세전계속사업이익,"4,095","2,290","1,338","2,251","6,488","7,390","8,590","9,740"
당기순이익,"3,337","1,943",946,"1,736","5,881","6,280","7,040","7,790"
  당기순이익(지배),"1,546",964,556,547,"3,118","3,360","3,800","4,230"
  당기순이익(비지배),"1,791",980,390,"1,189","2,764",,,
자산총계,"70,339","81,134","86,157","93,637","115,789","120,290","125,520","132,260"
부채총계,"40,191","48,166","51,662","59,090","73,254","71,530","69,830","68,910"
자본총계,"30,147","32,968","34,495","34,547","42,536","48,760","55,690","63,340"
  자본총계(지배),"13,472","16,839","17,437","16,938","21,101","24,410","28,100","32,190"
  자본총계(비지배),"16,676",,"17,058","17,609","21,435",,,
자본금,71,94,94,93,93,110,110,110
영업활동현금흐름,"4,706","1,671","4,341","6,703","7,347","11,250","10,520","11,010"
투자활동현금흐름,"-4,240","-6,486","-5,159","-6,696","-5,795","-7,850","-7,720","-7,780"
재무활동현금흐름,-725,"6,524",53,"1,668","1,588","-2,280","-1,510",-850
CAPEX,"3,676","4,670","5,508","6,721","6,254","6,450","6,300","6,300"
FCF,"1,031","-2,999","-1,167",-19,"1,092",,,
이자발생부채,"31,138","38,290","42,194","47,305","59,141",,,
영업이익률,6.70,4.83,4.17,4.58,6.89,6.80,7.05,7.26
순이익률,4.81,2.64,1.29,2.25,5.44,5.08,5.17,5.24
ROE(%),14.34,6.36,3.24,3.18,16.39,14.77,14.47,14.03
ROA(%),4.73,2.57,1.13,1.93,5.62,5.32,5.73,6.04
부채비율,133.32,146.10,149.77,171.05,172.22,146.70,125.39,108.79
자본유보율,"24,170.16","20,348.63","20,530.06","20,987.50","24,252.06",,,
EPS(원),"2,529","1,172",594,590,"3,376","3,091","3,393","3,777"
PER(배),6.66,9.81,14.43,15.27,2.80,3.46,3.15,2.83
BPS(원),"19,050","22,277","23,093","22,431","27,945","25,648","29,525","33,822"
PBR(배),0.88,0.52,0.37,0.40,0.34,0.42,0.36,0.32
현금DPS(원),180,100,50,50,100,120,150,200
현금배당수익률,1.07,0.87,0.58,0.55,1.06,1.12,1.40,1.87
현금배당성향(%),8.23,7.84,6.79,6.90,2.42,4.00,4.42,5.30
발행주식수(보통주),"70,718,000","93,584,198","93,584,198","92,341,820","92,341,820",,,
