주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,682","1,414","1,680","2,163","1,127"
영업이익,113,122,107,160,-197
영업이익(발표기준),113,122,107,160,-197
세전계속사업이익,78,82,-136,284,-471
당기순이익,78,85,-139,258,-490
  당기순이익(지배),78,73,-144,323,-376
  당기순이익(비지배),,12,4,-65,-114
자산총계,"1,977","3,417","3,498","4,400","3,839"
부채총계,607,"1,050","1,138",856,845
자본총계,"1,371","2,367","2,360","3,544","2,995"
  자본총계(지배),"1,371","2,254","2,212","2,888","2,860"
  자본총계(비지배),,114,147,657,135
자본금,299,442,466,522,567
영업활동현금흐름,170,161,227,391,-158
투자활동현금흐름,-294,-982,-98,-87,-911
재무활동현금흐름,52,824,25,620,112
CAPEX,69,17,219,118,38
FCF,100,144,7,272,-196
이자발생부채,368,528,542,585,490
영업이익률,6.71,8.63,6.38,7.38,-17.48
순이익률,4.66,5.98,-8.29,11.92,-43.52
ROE(%),6.59,4.01,-6.43,12.67,-13.10
ROA(%),4.12,3.14,-4.03,6.53,-11.90
부채비율,44.24,44.33,48.24,24.14,28.20
자본유보율,374.53,426.92,389.59,468.86,425.93
EPS(원),309,174,-323,634,-684
PER(배),19.11,28.89,N/A,14.16,N/A
BPS(원),"4,608","5,100","4,749","5,609","5,111"
PBR(배),1.28,0.99,1.37,1.60,0.97
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"29,915,146","44,187,655","46,585,954","52,229,120","56,704,050"
