주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,472,675,979,"1,101","1,014"
영업이익,-36,24,78,53,-64
영업이익(발표기준),-36,24,78,53,-64
세전계속사업이익,-72,10,52,29,-86
당기순이익,-71,15,93,51,-83
  당기순이익(지배),-71,15,93,51,-83
  당기순이익(비지배),,,,,
자산총계,712,751,"1,175","1,342","1,555"
부채총계,379,379,704,823,897
자본총계,332,372,470,520,659
  자본총계(지배),332,372,470,520,659
  자본총계(비지배),,,,,
자본금,170,180,186,191,248
영업활동현금흐름,27,99,212,165,90
투자활동현금흐름,22,-186,-393,-240,-282
재무활동현금흐름,55,-3,228,123,158
CAPEX,18,180,403,239,281
FCF,9,-81,-191,-75,-192
이자발생부채,297,254,507,663,610
영업이익률,-7.65,3.61,7.99,4.85,-6.35
순이익률,-15.13,2.18,9.49,4.68,-8.15
ROE(%),-24.87,4.19,22.07,10.40,-14.03
ROA(%),-10.05,2.02,9.65,4.09,-5.71
부채비율,114.21,101.91,149.70,158.29,136.15
자본유보율,91.78,106.09,164.50,190.16,179.64
EPS(원),-333,43,254,137,-197
PER(배),N/A,29.63,7.92,13.60,N/A
BPS(원),974,"1,030","1,263","1,357","1,326"
PBR(배),1.16,1.24,1.60,1.37,1.60
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"34,091,218","36,083,249","37,250,885","38,292,550","49,667,141"
