주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,806","2,781","2,930","4,036","4,582"
영업이익,55,39,29,320,236
영업이익(발표기준),55,39,29,320,236
세전계속사업이익,89,94,24,268,305
당기순이익,103,69,17,210,234
  당기순이익(지배),99,61,8,214,222
  당기순이익(비지배),4,8,8,-4,12
자산총계,"2,842","3,034","3,160","3,563","4,208"
부채총계,"1,196","1,403","1,415","1,519","1,744"
자본총계,"1,646","1,631","1,745","2,044","2,463"
  자본총계(지배),"1,450","1,445","1,540","1,825","2,225"
  자본총계(비지배),195,,205,219,238
자본금,116,116,116,128,155
영업활동현금흐름,75,20,-43,4,314
투자활동현금흐름,-76,-249,-14,29,-15
재무활동현금흐름,-15,146,-28,42,240
CAPEX,97,61,103,115,98
FCF,-22,-41,-146,-111,216
이자발생부채,835,"1,020","1,046","1,000","1,109"
영업이익률,1.96,1.39,0.98,7.93,5.16
순이익률,3.67,2.48,0.57,5.20,5.11
ROE(%),7.07,4.20,0.56,12.70,10.98
ROA(%),3.54,2.35,0.53,6.25,6.03
부채비율,72.67,86.05,81.07,74.33,70.81
자본유보율,"1,367.94","1,405.06","1,413.03","1,495.22","1,459.22"
EPS(원),426,261,36,872,789
PER(배),11.51,12.35,109.57,3.61,10.55
BPS(원),"6,902","7,302","8,249","8,676","8,392"
PBR(배),0.71,0.44,0.48,0.36,0.99
현금DPS(원),0,0,0,0,100
현금배당수익률,0.00,0.00,0.00,0.00,1.20
현금배당성향(%),0.00,0.00,0.00,0.00,11.92
발행주식수(보통주),"23,289,533","23,289,533","23,289,533","25,658,316","31,009,999"
