주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,86,78,63,88,83
영업이익,19,9,3,15,-1
영업이익(발표기준),19,9,3,15,-1
세전계속사업이익,-64,-6,9,21,1
당기순이익,-60,-19,8,18,0
  당기순이익(지배),-60,-18,9,18,1
  당기순이익(비지배),0,0,0,0,-1
자산총계,476,476,486,504,510
부채총계,118,9,7,15,26
자본총계,358,467,478,489,484
  자본총계(지배),357,467,478,489,485
  자본총계(비지배),1,,0,0,-1
자본금,20,40,40,40,41
영업활동현금흐름,29,8,0,13,5
투자활동현금흐름,-66,0,1,-13,-10
재무활동현금흐름,,0,3,0,15
CAPEX,103,9,1,1,0
FCF,-75,-1,0,12,4
이자발생부채,40,1,1,1,11
영업이익률,21.81,11.12,5.45,17.20,-1.18
순이익률,-69.98,-23.70,13.11,20.60,0.57
ROE(%),-19.52,-4.43,1.81,3.79,0.29
ROA(%),-13.11,-3.91,1.73,3.66,0.09
부채비율,33.04,1.85,1.55,3.09,5.46
자본유보율,"1,708.54","1,049.39","1,078.12","1,121.47","1,140.04"
EPS(원),-806,-226,106,226,17
PER(배),N/A,N/A,221.48,134.23,"1,260.44"
BPS(원),"4,538","5,781","5,914","6,081","6,046"
PBR(배),11.01,6.15,3.97,5.00,3.58
현금DPS(원),0,0,0,,
현금배당수익률,0.00,0.00,0.00,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"7,870,868","8,074,634","8,085,634","8,085,634","8,108,834"
