주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,760,860,961,"1,045","1,003"
영업이익,-37,14,-2,34,25
영업이익(발표기준),-37,14,-2,34,25
세전계속사업이익,-32,22,12,65,30
당기순이익,-45,21,-1,60,22
  당기순이익(지배),-46,19,-1,61,25
  당기순이익(비지배),0,2,0,-1,-2
자산총계,"1,018","1,017","1,066","1,094","1,090"
부채총계,121,131,172,163,139
자본총계,897,886,894,931,950
  자본총계(지배),868,854,861,899,916
  자본총계(비지배),30,,32,32,34
자본금,51,51,51,51,51
영업활동현금흐름,6,-54,140,76,43
투자활동현금흐름,3,72,-145,-51,-15
재무활동현금흐름,-4,-24,-6,-26,-17
CAPEX,8,3,5,6,9
FCF,-2,-57,136,70,34
이자발생부채,0,0,4,4,14
영업이익률,-4.84,1.66,-0.23,3.28,2.46
순이익률,-5.98,2.44,-0.11,5.74,2.22
ROE(%),-5.12,2.16,-0.14,6.96,2.72
ROA(%),-4.36,2.06,-0.10,5.56,2.04
부채비율,13.52,14.83,19.24,17.46,14.68
자본유보율,"1,734.49","1,759.69","1,748.88","1,860.44","1,886.66"
EPS(원),-449,183,-12,600,242
PER(배),N/A,20.55,N/A,11.94,27.11
BPS(원),"9,252","9,692","9,801","10,967","11,169"
PBR(배),0.57,0.39,0.41,0.65,0.59
현금DPS(원),50,50,50,100,50
현금배당수익률,0.95,1.33,1.26,1.40,0.76
현금배당성향(%),-10.23,23.67,-356.94,13.39,16.59
발행주식수(보통주),"10,200,765","10,210,765","10,210,765","10,210,765","10,210,765"
