주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,56,57,78,80,118
영업이익,-15,-19,-4,-3,22
영업이익(발표기준),-15,-19,-4,-3,22
세전계속사업이익,-18,-16,1,5,38
당기순이익,-18,-16,1,5,55
  당기순이익(지배),-18,-16,1,5,55
  당기순이익(비지배),,,,,
자산총계,243,230,246,255,345
부채총계,17,21,37,40,75
자본총계,226,209,210,215,270
  자본총계(지배),226,209,210,215,270
  자본총계(비지배),,,,,
자본금,18,18,18,36,36
영업활동현금흐름,-9,-17,7,0,1
투자활동현금흐름,-11,-29,15,12,-37
재무활동현금흐름,2,,-2,-2,36
CAPEX,4,2,3,1,48
FCF,-13,-20,4,-1,-47
이자발생부채,0,0,13,11,44
영업이익률,-27.34,-33.90,-5.12,-3.19,18.52
순이익률,-31.13,-27.98,1.50,5.88,47.12
ROE(%),-7.49,-7.30,0.56,2.21,22.87
ROA(%),-6.99,-6.71,0.49,1.87,18.49
부채비율,7.36,10.12,17.42,18.72,27.70
자본유보율,"1,160.20","1,061.45","1,065.61",495.44,648.80
EPS(원),-245,-221,16,65,771
PER(배),N/A,N/A,417.48,152.01,11.12
BPS(원),"3,149","2,905","2,916","2,985","3,754"
PBR(배),1.98,2.26,2.32,3.32,2.28
현금DPS(원),0,0,0,,
현금배당수익률,0.00,0.00,0.00,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"7,189,448","7,189,448","7,189,448","7,189,448","7,189,448"
