주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,76,861,729,805,"1,012"
영업이익,-68,-62,-124,-118,-145
영업이익(발표기준),-68,-62,-124,-118,-145
세전계속사업이익,-66,-165,-413,-317,-367
당기순이익,-66,-163,-417,-334,-358
  당기순이익(지배),-66,-172,-280,-211,-198
  당기순이익(비지배),,9,-136,-123,-160
자산총계,376,"1,533","1,481","1,907","1,888"
부채총계,24,849,896,974,905
자본총계,352,684,585,933,983
  자본총계(지배),352,235,238,306,451
  자본총계(비지배),0,,347,627,532
자본금,80,80,88,137,153
영업활동현금흐름,-85,-88,-22,-54,-50
투자활동현금흐름,-71,-152,-161,-403,-13
재무활동현금흐름,241,479,236,406,266
CAPEX,26,41,235,178,18
FCF,-111,-128,-257,-232,-68
이자발생부채,0,708,696,729,586
영업이익률,-89.73,-7.19,-16.99,-14.72,-14.31
순이익률,-87.38,-18.93,-57.16,-41.53,-35.35
ROE(%),,-58.74,-118.55,-77.68,-52.21
ROA(%),,-17.07,-27.64,-19.73,-18.85
부채비율,6.77,124.07,153.00,104.41,92.08
자본유보율,339.13,257.16,214.86,261.25,310.75
EPS(원),-384,-944,"-1,417",-953,-672
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),"1,931","1,286","1,176","1,116","1,475"
PBR(배),4.63,8.63,5.37,5.65,5.66
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"18,215,587","18,278,576","20,251,472","27,412,216","28,658,272"
