주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"3,118","3,212","3,201","4,122","3,995"
영업이익,509,432,305,259,302
영업이익(발표기준),509,432,305,259,302
세전계속사업이익,461,321,137,133,135
당기순이익,389,257,62,119,112
  당기순이익(지배),374,245,52,106,114
  당기순이익(비지배),16,11,10,13,-2
자산총계,"6,551","6,442","8,975","8,909","9,527"
부채총계,"3,640","2,926","5,387","5,169","5,755"
자본총계,"2,911","3,516","3,588","3,740","3,772"
  자본총계(지배),"2,846","3,442","3,444","3,485","3,551"
  자본총계(비지배),64,,144,255,221
자본금,199,199,399,399,399
영업활동현금흐름,538,-25,306,95,599
투자활동현금흐름,-564,-340,-972,-259,-751
재무활동현금흐름,137,171,461,171,329
CAPEX,652,514,"1,164",787,739
FCF,-114,-538,-858,-692,-140
이자발생부채,"1,749","1,854","4,368","3,976","4,473"
영업이익률,16.33,13.45,9.53,6.28,7.55
순이익률,12.48,7.99,1.93,2.89,2.81
ROE(%),14.03,7.80,1.50,3.07,3.25
ROA(%),6.26,3.95,0.80,1.33,1.22
부채비율,125.07,83.21,150.12,138.23,152.59
자본유보율,"1,492.30","1,625.55",772.76,785.49,798.26
EPS(원),469,308,65,133,144
PER(배),11.47,13.31,47.94,27.95,24.20
BPS(원),"3,759","4,317","4,320","4,371","4,454"
PBR(배),1.43,0.95,0.72,0.85,0.78
현금DPS(원),0,0,,,
현금배당수익률,0.00,0.00,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"79,721,622","79,721,622","79,721,622","79,721,622","79,721,622"
