주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,874,896,575,869,"1,407"
영업이익,110,129,59,95,260
영업이익(발표기준),110,129,59,95,260
세전계속사업이익,113,119,62,103,309
당기순이익,91,93,48,81,250
  당기순이익(지배),92,93,48,80,250
  당기순이익(비지배),-1,0,0,1,0
자산총계,849,871,"1,011",955,"1,450"
부채총계,379,353,487,393,655
자본총계,470,518,524,562,794
  자본총계(지배),474,522,528,565,797
  자본총계(비지배),-4,,-4,-3,-2
자본금,81,81,81,81,81
영업활동현금흐름,105,69,20,-8,142
투자활동현금흐름,9,0,15,-37,43
재무활동현금흐름,-38,-31,-61,-42,-29
CAPEX,1,2,0,0,0
FCF,104,67,20,-8,142
이자발생부채,27,35,18,17,1
영업이익률,12.57,14.45,10.35,10.89,18.49
순이익률,10.38,10.38,8.35,9.30,17.77
ROE(%),20.63,18.70,9.11,14.57,36.66
ROA(%),10.98,10.82,5.10,8.22,20.80
부채비율,80.75,68.17,92.94,69.80,82.51
자본유보율,544.93,636.34,674.34,756.28,"1,042.34"
EPS(원),566,576,296,493,"1,545"
PER(배),7.30,7.13,12.70,10.17,5.20
BPS(원),"3,413","3,903","4,101","4,699","6,623"
PBR(배),1.21,1.05,0.92,1.07,1.21
현금DPS(원),120,120,100,100,120
현금배당수익률,2.90,2.92,2.66,2.00,1.49
현금배당성향(%),18.19,17.24,26.92,15.10,5.78
발행주식수(보통주),"16,163,092","16,163,092","16,163,092","16,163,092",
