주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,147,259,412,514,614,730,852,905
영업이익,22,35,62,112,168,208,251,277
영업이익(발표기준),22,35,62,112,168,,,
세전계속사업이익,17,39,114,240,86,214,244,
당기순이익,15,34,92,189,72,171,195,
  당기순이익(지배),15,35,92,188,70,170,196,231
  당기순이익(비지배),,-1,0,1,1,,,
자산총계,158,719,975,"1,420","2,020","2,158","2,385",
부채총계,72,503,605,755,723,665,675,
자본총계,87,216,370,665,"1,297","1,493","1,710",
  자본총계(지배),87,215,368,663,"1,293","1,485","1,698",
  자본총계(비지배),,1,1,2,3,,,
자본금,22,33,33,33,50,50,50,
영업활동현금흐름,24,58,185,188,192,249,332,
투자활동현금흐름,-26,182,-57,-4,-605,-158,-166,
재무활동현금흐름,8,27,-23,-12,538,-9,-9,
CAPEX,8,36,30,37,30,20,20,
FCF,15,22,156,151,162,103,166,
이자발생부채,44,120,64,57,10,,,
영업이익률,15.25,13.45,15.12,21.88,27.38,28.51,29.42,30.61
순이익률,10.26,13.06,22.20,36.78,11.65,23.43,22.89,
ROE(%),,22.95,31.46,36.49,7.19,12.26,12.34,
ROA(%),,7.69,10.81,15.78,4.16,8.19,8.58,
부채비율,82.26,232.28,163.67,113.51,55.77,44.54,39.47,
자본유보율,296.56,603.95,"1,016.65","1,603.23","2,314.12",,,
EPS(원),281,470,"1,109","2,274",739,"1,688","1,946","2,289"
PER(배),,,,,98.20,23.22,20.15,17.13
BPS(원),"1,576","2,598","4,450","8,013","12,837","14,742","16,857",
PBR(배),0.00,0.00,0.00,0.00,5.66,2.66,2.33,
현금DPS(원),0,0,0,0,100,100,100,
현금배당수익률,,,,,0.14,0.26,0.26,
현금배당성향(%),0.00,0.00,0.00,0.00,14.32,5.92,5.14,
발행주식수(보통주),"5,517,136","8,275,704","8,275,704","8,275,704","10,091,685",,,
