주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,186,126,177,202,251
영업이익,12,-38,-27,-30,-45
영업이익(발표기준),12,-38,-27,-30,-45
세전계속사업이익,5,-71,-129,-82,-128
당기순이익,5,-71,-129,-82,-128
  당기순이익(지배),5,-71,-129,-82,-128
  당기순이익(비지배),,,,,
자산총계,389,422,428,456,537
부채총계,66,168,127,180,186
자본총계,323,255,300,276,351
  자본총계(지배),323,255,300,276,351
  자본총계(비지배),,,,,
자본금,123,123,220,260,399
영업활동현금흐름,0,-46,-41,-47,-41
투자활동현금흐름,-38,-154,-23,-98,-137
재무활동현금흐름,191,89,119,80,131
CAPEX,10,128,6,102,166
FCF,-10,-174,-47,-149,-208
이자발생부채,38,126,85,122,66
영업이익률,6.29,-30.29,-15.23,-15.06,-17.81
순이익률,2.60,-56.28,-73.05,-40.68,-50.84
ROE(%),2.30,-24.59,-46.50,-28.50,-40.80
ROA(%),1.68,-17.51,-30.37,-18.59,-25.76
부채비율,20.44,65.82,42.34,65.28,53.00
자본유보율,160.60,105.54,36.03,5.71,-12.32
EPS(원),23,-211,-344,-156,-191
PER(배),71.92,N/A,N/A,N/A,N/A
BPS(원),962,757,598,465,440
PBR(배),1.73,1.45,1.64,1.82,1.89
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"33,619,503","33,619,503","50,261,758","59,360,765","79,709,461"
