주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,,,,,
영업이익,,-24,-40,-43,-59
영업이익(발표기준),,-24,-40,-43,-59
세전계속사업이익,,-64,-13,-40,-48
당기순이익,,-64,-13,-40,-48
  당기순이익(지배),,-64,-13,-40,-48
  당기순이익(비지배),,,,,
자산총계,,123,100,355,313
부채총계,,245,10,8,12
자본총계,,-122,91,347,301
  자본총계(지배),,-122,91,347,301
  자본총계(비지배),,,,,
자본금,,18,33,38,76
영업활동현금흐름,,-20,-36,-33,-47
투자활동현금흐름,,-65,21,-200,-32
재무활동현금흐름,,120,11,292,3
CAPEX,,5,8,0,21
FCF,,-25,-44,-33,-68
이자발생부채,,123,5,3,2
영업이익률,,,,,
순이익률,,,,,
ROE(%),,,80.27,-18.22,-14.71
ROA(%),,,-11.25,-17.50,-14.27
부채비율,,-200.52,10.63,2.39,3.98
자본유보율,,-788.02,175.04,814.19,294.07
EPS(원),,-693,-117,-293,-314
PER(배),,,,N/A,N/A
BPS(원),,"-1,233",697,"2,304","1,976"
PBR(배),,0.00,0.00,72.61,21.96
현금DPS(원),0,0,0,0,
현금배당수익률,,,,0.00,
현금배당성향(%),,0.00,0.00,0.00,
발행주식수(보통주),"7,090,000","7,090,000","13,016,570","15,046,000","15,223,000"
