주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,761","9,176","13,059","11,861","10,848"
영업이익,151,339,706,-182,-204
영업이익(발표기준),151,339,706,-182,-204
세전계속사업이익,114,320,685,-287,-224
당기순이익,136,325,658,-261,-252
  당기순이익(지배),136,168,361,-40,-165
  당기순이익(비지배),0,157,297,-221,-87
자산총계,"4,625","5,570","5,961","6,188","6,295"
부채총계,"1,881","2,531","2,226","2,692","2,971"
자본총계,"2,745","3,039","3,735","3,496","3,324"
  자본총계(지배),"1,578","1,724","2,123","2,079","1,904"
  자본총계(비지배),"1,166",,"1,611","1,417","1,420"
자본금,83,83,83,83,83
영업활동현금흐름,194,468,483,517,265
투자활동현금흐름,123,-661,-449,-689,-287
재무활동현금흐름,49,168,77,103,68
CAPEX,60,690,493,429,303
FCF,134,-221,-10,88,-38
이자발생부채,687,867,893,"1,012","1,160"
영업이익률,8.59,3.70,5.41,-1.53,-1.88
순이익률,7.75,3.54,5.04,-2.20,-2.32
ROE(%),8.72,10.15,18.76,-1.92,-8.28
ROA(%),3.99,6.37,11.41,-4.30,-4.04
부채비율,68.53,83.28,59.60,77.01,89.39
자본유보율,"1,926.80","2,113.67","2,566.75","2,485.19","2,291.98"
EPS(원),854,"1,049","2,259",-253,"-1,032"
PER(배),7.97,6.74,4.45,N/A,N/A
BPS(원),"10,179","11,116","13,333","13,163","12,349"
PBR(배),0.67,0.64,0.75,0.79,0.67
현금DPS(원),50,100,100,,
현금배당수익률,0.73,1.41,1.00,,
현금배당성향(%),5.68,9.25,4.41,0.00,
발행주식수(보통주),"15,976,257","15,976,257","15,976,257","15,976,257","15,976,257"
